Created,Point,Player,In own endzone?,In opponent's endzone?,Stall out?,Callahan?,Location X (0 -> 1 = left sideline -> right sideline),Location Y (0 -> 1 = back of opponent endzone -> back of own endzone)
2024-05-25 12:40:15,3,24 Jolie Krebs,0,0,0,0,0.5348148,0.5797101
2024-05-25 12:52:22,10,62 Casey Banta-Ryan,0,0,0,0,0.34074068,0.6251647
2024-05-25 13:14:16,18,96 Nina Finley,0,0,0,0,0.46370375,0.71014494
2024-05-25 13:23:24,21,09 Cassandra Brown,0,0,0,0,0.49333334,0.75889325
2024-05-25 13:31:46,26,33 Valeria Cardenas,0,0,0,0,0.4888889,0.43544137
2024-05-25 13:44:16,30,26 Mariabelen Restrepo,0,0,0,0,0.11851847,0.45652175
2024-05-25 14:03:14,38,62 Casey Banta-Ryan,0,0,0,0,0.96444446,0.38932806
