Number,Name,Trimmed Name,Assists,Goals,Ds,Turnovers,Team,Home/Away,Week,Opponent
21,Mal Griffith,Mal Griffith,,,2,2,Columbus Pride,Away,10,IND
21,Mal Griffith,Mal Griffith,,,1,,Columbus Pride,Home,11,ATL
21,Mal Griffith,Mal Griffith,,,2,1,Columbus Pride,Home,3,NASH
22,Mary Turner,Mary Turner,0,3,1,2,Columbus Pride,Away,1,RAL
22,Mary Turner,Mary Turner,,2,1,,Columbus Pride,Home,7,MKE
22,Mary Turner,Mary Turner,1,,1,1,Columbus Pride,Away,8,MIN
22,Mary Turner,Mary Turner,,4,1,,Columbus Pride,Away,10,IND
22,Mary Turner,Mary Turner,2,,,2,Columbus Pride,Home,11,ATL
22,Mary Turner,Mary Turner,1,3,2,,Columbus Pride,Home,3,NASH
12,Morgan Johnson,Morgan Johnson,,1,,,Columbus Pride,Home,7,MKE
12,Morgan Johnson,Morgan Johnson,,,1,,Columbus Pride,Away,8,MIN
12,Morgan Johnson,Morgan Johnson,,,,,Columbus Pride,Away,10,IND
12,Morgan Johnson,Morgan Johnson,,,,,Columbus Pride,Home,11,ATL
12,Morgan Johnson,Morgan Johnson,,,,,Columbus Pride,Home,3,NASH
2,Natalie Barnhart,Natalie Barnhart,0,0,0,1,Columbus Pride,Away,1,RAL
2,Natalie Barnhart,Natalie Barnhart,,,,,Columbus Pride,Home,7,MKE
2,Natalie Barnhart,Natalie Barnhart,,,1,3,Columbus Pride,Away,8,MIN
2,Natalie Barnhart,Natalie Barnhart,,,,2,Columbus Pride,Away,10,IND
2,Natalie Barnhart,Natalie Barnhart,,,,,Columbus Pride,Home,11,ATL
2,Natalie Barnhart,Natalie Barnhart,,,,3,Columbus Pride,Home,3,NASH
66,Rachel Graber,Rachel Graber,0,0,0,1,Columbus Pride,Away,1,RAL
66,Rachel Graber,Rachel Graber,,,,,Columbus Pride,Home,7,MKE
66,Rachel Graber,Rachel Graber,,,,,Columbus Pride,Away,10,IND
66,Rachel Graber,Rachel Graber,,,1,,Columbus Pride,Home,11,ATL
66,Rachel Graber,Rachel Graber,,,,,Columbus Pride,Home,3,NASH
4,Rachel Mast,Rachel Mast,0,2,1,2,Columbus Pride,Away,1,RAL
4,Rachel Mast,Rachel Mast,4,4,2,2,Columbus Pride,Home,7,MKE
4,Rachel Mast,Rachel Mast,1,5,1,2,Columbus Pride,Away,8,MIN
4,Rachel Mast,Rachel Mast,3,3,1,3,Columbus Pride,Away,10,IND
4,Rachel Mast,Rachel Mast,,2,,,Columbus Pride,Home,11,ATL
4,Rachel Mast,Rachel Mast,4,2,2,3,Columbus Pride,Home,3,NASH
91,Samantha Phillips,Samantha Phillips,0,1,0,6,Columbus Pride,Away,1,RAL
91,Samantha Phillips,Samantha Phillips,1,1,,3,Columbus Pride,Home,7,MKE
91,Samantha Phillips,Samantha Phillips,1,,1,7,Columbus Pride,Away,8,MIN
91,Samantha Phillips,Samantha Phillips,3,,1,5,Columbus Pride,Away,10,IND
91,Samantha Phillips,Samantha Phillips,1,,,1,Columbus Pride,Home,11,ATL
91,Samantha Phillips,Samantha Phillips,3,1,1,2,Columbus Pride,Home,3,NASH
24,Adi Malavé,Adi Malavé,,,,,DC Shadow,Home,2,IND
24,Adi Malavé,Adi Malavé,,1,,,DC Shadow,Away,3,MKE
24,Adi Malavé,Adi Malavé,0,0,0,1,DC Shadow,Away,6,POR
24,Adi Malavé,Adi Malavé,,,,,DC Shadow,Home,7,PHL
24,Adi Malavé,Adi Malavé,,,,1,DC Shadow,Home,10,RAL
24,Adi Malavé,Adi Malavé,,,,,DC Shadow,Away,8,NY
19,Allie Wallace,Allie Wallace,1,1,1,1,DC Shadow,Home,2,IND
19,Allie Wallace,Allie Wallace,,,1,1,DC Shadow,Away,3,MKE
19,Allie Wallace ,Allie Wallace,0,1,0,3,DC Shadow,Away,6,POR
19,Allie Wallace,Allie Wallace,,1,2,1,DC Shadow,Home,7,PHL
19,Allie Wallace,Allie Wallace,,1,1,1,DC Shadow,Home,10,RAL
19,Allie Wallace,Allie Wallace,,1,,,DC Shadow,Away,8,NY
3,Allison Maddux,Allison Maddux,,,,2,DC Shadow,Home,2,IND
3,Allison Maddux,Allison Maddux,2,,,3,DC Shadow,Away,3,MKE
3,Allison Maddux,Allison Maddux,1,,1,3,DC Shadow,Home,7,PHL
3,Allison Maddux,Allison Maddux,,1,,1,DC Shadow,Home,10,RAL
3,Allison Maddux,Allison Maddux,1,,,1,DC Shadow,Away,8,NY
33,Amanda Murphy,Amanda Murphy,3,2,4,,DC Shadow,Home,2,IND
33,Amanda Murphy,Amanda Murphy,,3,3,2,DC Shadow,Away,3,MKE
33,Amanda Murphy ,Amanda Murphy,0,0,0,0,DC Shadow,Away,6,POR
33,Amanda Murphy,Amanda Murphy,,,1,,DC Shadow,Home,7,PHL
33,Amanda Murphy,Amanda Murphy,,,1,,DC Shadow,Home,10,RAL
33,Amanda Murphy,Amanda Murphy,,1,3,,DC Shadow,Away,8,NY
9,Annelise Peters,Annelise Peters,2,,,,DC Shadow,Home,2,IND
9,Annelise Peters,Annelise Peters,3,,3,1,DC Shadow,Away,3,MKE
9,Annelise Peters,Annelise Peters,1,,,,DC Shadow,Home,7,PHL
9,Annelise Peters,Annelise Peters,,,,3,DC Shadow,Home,10,RAL
9,Annelise Peters,Annelise Peters,1,,,,DC Shadow,Away,8,NY
1,Ashleigh Buch,Ashleigh Buch,,2,,1,DC Shadow,Home,2,IND
1,Ashleigh Buch,Ashleigh Buch,1,,2,3,DC Shadow,Away,3,MKE
1,Ashleigh Buch ,Ashleigh Buch,2,1,3,2,DC Shadow,Away,6,POR
1,Ashleigh Buch,Ashleigh Buch,,1,,2,DC Shadow,Home,7,PHL
1,Ashleigh Buch,Ashleigh Buch,4,1,1,1,DC Shadow,Home,10,RAL
1,Ashleigh Buch,Ashleigh Buch,,,1,,DC Shadow,Away,8,NY
29,Blaise Sevier,Blaise Sevier,,3,,,DC Shadow,Away,3,MKE
29,Blaise Sevier ,Blaise Sevier,2,0,0,1,DC Shadow,Away,6,POR
29,Blaise Sevier,Blaise Sevier,1,2,,1,DC Shadow,Home,7,PHL
29,Blaise Sevier,Blaise Sevier,2,2,,1,DC Shadow,Home,10,RAL
27,Blaise Sevier,Blaise Sevier,1,3,2,4,DC Shadow,Away,8,NY
36,Carolyn Normile,Carolyn Normile,,3,,2,DC Shadow,Home,2,IND
36,Carolyn Normile,Carolyn Normile,1,,,1,DC Shadow,Away,3,MKE
36,Carolyn Normile ,Carolyn Normile,1,0,0,5,DC Shadow,Away,6,POR
36,Carolyn Normile,Carolyn Normile,2,1,,1,DC Shadow,Home,7,PHL
36,Carolyn Normile,Carolyn Normile,,,,2,DC Shadow,Home,10,RAL
36,Carolyn Normile,Carolyn Normile,3,,1,4,DC Shadow,Away,8,NY
37,Claire Trop,Claire Trop,2,1,1,1,DC Shadow,Home,2,IND
37,Claire Trop,Claire Trop,2,3,4,4,DC Shadow,Away,3,MKE
37,Claire Trop ,Claire Trop,2,3,1,1,DC Shadow,Away,6,POR
37,Claire Trop,Claire Trop,,6,1,2,DC Shadow,Home,10,RAL
37,Claire Trop,Claire Trop,1,4,1,3,DC Shadow,Away,8,NY
12,Clare Frantz,Clare Frantz,1,1,,,DC Shadow,Home,2,IND
12,Clare Frantz,Clare Frantz,,1,,1,DC Shadow,Away,3,MKE
12,Clare Frantz,Clare Frantz,1,,,,DC Shadow,Home,7,PHL
12,Clare Frantz,Clare Frantz,,,,2,DC Shadow,Home,10,RAL
12,Clare Frantz,Clare Frantz,,1,,,DC Shadow,Away,8,NY
22,Erin McCann,Erin McCann,,2,3,1,DC Shadow,Home,2,IND
22,Erin McCann,Erin McCann,2,2,1,,DC Shadow,Away,3,MKE
22,Erin McCann ,Erin McCann,3,0,0,1,DC Shadow,Away,6,POR
22,Erin McCann,Erin McCann,,1,,,DC Shadow,Home,7,PHL
22,Erin McCann,Erin McCann,,,1,,DC Shadow,Home,10,RAL
22,Erin McCann,Erin McCann,,,,,DC Shadow,Away,8,NY
66,Jackie Wang,Jackie Wang,1,2,1,2,DC Shadow,Home,2,IND
66,Jackie Wang,Jackie Wang,3,1,,,DC Shadow,Away,3,MKE
66,Jackie Wang ,Jackie Wang,1,0,0,2,DC Shadow,Away,6,POR
66,Jackie Wang,Jackie Wang,,,1,1,DC Shadow,Home,7,PHL
66,Jackie Wang,Jackie Wang,,,,,DC Shadow,Away,8,NY
10,Jenny Fey,Jenny Fey,,1,,,DC Shadow,Home,2,IND
10,Jenny Fey,Jenny Fey,,,,,DC Shadow,Home,7,PHL
10,Jenny Fey,Jenny Fey,,,1,,DC Shadow,Home,10,RAL
10,Jenny Fey,Jenny Fey,4,,1,5,DC Shadow,Away,8,NY
21,Jess Oh,Jess Oh,,2,,,DC Shadow,Home,2,IND
21,Jess Oh,Jess Oh,2,2,1,,DC Shadow,Away,3,MKE
21,Jess Oh ,Jess Oh,1,1,1,1,DC Shadow,Away,6,POR
21,Jess Oh,Jess Oh,,1,,1,DC Shadow,Home,7,PHL
21,Jess Oh,Jess Oh,2,,1,,DC Shadow,Home,10,RAL
21,Jess Oh,Jess Oh,,,,,DC Shadow,Away,8,NY
25,Jess Sourbeer,Jess Sourbeer,6,2,,1,DC Shadow,Home,2,IND
25,Jess Sourbeer,Jess Sourbeer,2,1,1,4,DC Shadow,Away,3,MKE
25,Jess Sourbeer ,Jess Sourbeer,0,2,1,1,DC Shadow,Away,6,POR
25,Jess Sourbeer,Jess Sourbeer,2,,,2,DC Shadow,Home,7,PHL
25,Jess Sourbeer,Jess Sourbeer,,,,1,DC Shadow,Home,10,RAL
25,Jess Sourbeer,Jess Sourbeer,2,,,2,DC Shadow,Away,8,NY
8,Kat Ritzmann,Kat Ritzmann,3,,,1,DC Shadow,Home,2,IND
8,Kat Ritzmann,Kat Ritzmann,,,,,DC Shadow,Away,3,MKE
8,Kat Ritzmann ,Kat Ritzmann,1,2,0,3,DC Shadow,Away,6,POR
8,Kat Ritzmann,Kat Ritzmann,3,,,1,DC Shadow,Home,7,PHL
8,Kat Ritzmann,Kat Ritzmann,,,,2,DC Shadow,Home,10,RAL
8,Kat Ritzmann,Kat Ritzmann,2,1,1,3,DC Shadow,Away,8,NY
13,Kath Ratcliff,Kath Ratcliff,1,,,,DC Shadow,Home,2,IND
13,Kath Ratcliff,Kath Ratcliff,,,,,DC Shadow,Away,3,MKE
13,Kath Ratcliff ,Kath Ratcliff,0,1,0,1,DC Shadow,Away,6,POR
13,Kath Ratcliff,Kath Ratcliff,,,,,DC Shadow,Home,7,PHL
13,Kath Ratcliff,Kath Ratcliff,,,,1,DC Shadow,Home,10,RAL
13,Kath Ratcliff,Kath Ratcliff,,,,,DC Shadow,Away,8,NY
23,Lisa Dang,Lisa Dang,,2,2,2,DC Shadow,Away,3,MKE
23,Lisa Dang,Lisa Dang,,,1,1,DC Shadow,Home,7,PHL
23,Lisa Dang,Lisa Dang,1,1,,,DC Shadow,Home,10,RAL
23,Lisa Dang,Lisa Dang,,,1,2,DC Shadow,Away,8,NY
42,Lisi Lohre,Lisi Lohre,6,3,1,1,DC Shadow,Home,2,IND
42,Lisi Lohre,Lisi Lohre,,,,,DC Shadow,Away,3,MKE
42,Lisi Lohre ,Lisi Lohre,1,2,0,1,DC Shadow,Away,6,POR
42,Lisi Lohre,Lisi Lohre,1,3,,,DC Shadow,Home,7,PHL
42,Lisi Lohre,Lisi Lohre,2,,,1,DC Shadow,Home,10,RAL
42,Lisi Lohre,Lisi Lohre,2,2,3,1,DC Shadow,Away,8,NY
30,Liv Monroe,Liv Monroe,,,,,DC Shadow,Home,2,IND
30,Liv Monroe,Liv Monroe,,,,,DC Shadow,Away,3,MKE
30,Liv Monroe ,Liv Monroe,0,0,1,1,DC Shadow,Away,6,POR
30,Liv Monroe,Liv Monroe,,,,,DC Shadow,Home,7,PHL
30,Liv Monroe,Liv Monroe,,,,,DC Shadow,Home,10,RAL
30,Liv Monroe,Liv Monroe,,,,,DC Shadow,Away,8,NY
28,Maddy Boyle,Maddy Boyle,,1,,1,DC Shadow,Home,2,IND
28,Maddy Boyle,Maddy Boyle,,1,,,DC Shadow,Away,3,MKE
28,Maddy Boyle ,Maddy Boyle,0,0,0,0,DC Shadow,Away,6,POR
28,Maddy Boyle,Maddy Boyle,,,,,DC Shadow,Home,7,PHL
28,Maddy Boyle,Maddy Boyle,,,1,,DC Shadow,Home,10,RAL
16,Marge Walker,Marge Walker,2,3,,1,DC Shadow,Home,2,IND
16,Marge Walker,Marge Walker,4,1,,2,DC Shadow,Away,3,MKE
16,Marge Walker ,Marge Walker,0,1,0,2,DC Shadow,Away,6,POR
16,Marge Walker,Marge Walker,2,2,,2,DC Shadow,Home,7,PHL
16,Marge Walker,Marge Walker,4,1,,6,DC Shadow,Home,10,RAL
18,Meghan Bartlett,Meghan Bartlett,,3,,,DC Shadow,Home,2,IND
18,Meghan Bartlett,Meghan Bartlett,1,2,,,DC Shadow,Away,3,MKE
18,Meghan Bartlett ,Meghan Bartlett,0,0,0,1,DC Shadow,Away,6,POR
18,Meghan Bartlett,Meghan Bartlett,,1,,,DC Shadow,Home,7,PHL
18,Meghan Bartlett,Meghan Bartlett,,2,1,,DC Shadow,Home,10,RAL
18,Meghan Bartlett,Meghan Bartlett,,1,,2,DC Shadow,Away,8,NY
14,Nada Tramonte,Nada Tramonte,,1,,,DC Shadow,Away,3,MKE
14,Nada Tramonte ,Nada Tramonte,1,1,1,2,DC Shadow,Away,6,POR
14,Nada Tramonte,Nada Tramonte,1,1,1,2,DC Shadow,Home,7,PHL
14,Nada Tramonte,Nada Tramonte,,,,,DC Shadow,Home,10,RAL
14,Nada Tramonte,Nada Tramonte,,2,,,DC Shadow,Away,8,NY
17,Shirlee Wohl,Shirlee Wohl,,,,,DC Shadow,Home,2,IND
17,Shirlee Wohl,Shirlee Wohl,1,,,,DC Shadow,Away,3,MKE
17,Shirlee Wohl ,Shirlee Wohl,0,0,1,1,DC Shadow,Away,6,POR
17,Shirlee Wohl,Shirlee Wohl,,1,,1,DC Shadow,Home,7,PHL
17,Shirlee Wohl,Shirlee Wohl,,,,,DC Shadow,Home,10,RAL
17,Shirlee Wohl,Shirlee Wohl,,1,,1,DC Shadow,Away,8,NY
8,Alex Hu,Alex Hu,,1,,5,Indy Red,Away,2,DC
8,Alex Hu,Alex Hu,,,2,3,Indy Red,Away,5,MIN
8,Alex Hu,Alex Hu,,1,,5,Indy Red,Home,6,ATL
8,Alex Hu,Alex Hu,1,1,,,Indy Red,Home,7,MKE
8,Alex Hu,Alex Hu,1,,,1,Indy Red,Away,9,NASH
8,Alex Hu,Alex Hu,,,,4,Indy Red,Home,10,CBUS
44,Anastasia Foster,Anastasia Foster,,1,1,1,Indy Red,Away,2,DC
44,Anastasia Foster,Anastasia Foster,,1,,,Indy Red,Away,5,MIN
44,Anastasia Foster,Anastasia Foster,,2,1,1,Indy Red,Home,7,MKE
44,Anastasia Foster,Anastasia Foster,1,1,3,4,Indy Red,Away,9,NASH
44,Anastasia Foster,Anastasia Foster,,,2,1,Indy Red,Home,10,CBUS
15,Anna McClurkan,Anna McClurkan,1,,,,Indy Red,Away,2,DC
15,Anna McClurkan,Anna McClurkan,1,,,3,Indy Red,Away,5,MIN
15,Anna McClurkan,Anna McClurkan,,,1,4,Indy Red,Home,6,ATL
15,Anna McClurkan,Anna McClurkan,1,,,,Indy Red,Home,7,MKE
15,Anna McClurkan,Anna McClurkan,,3,1,2,Indy Red,Home,10,CBUS
7,Annie Meilink,Annie Meilink,,,,5,Indy Red,Away,2,DC
7,Annie Meilink,Annie Meilink,,,,,Indy Red,Away,5,MIN
7,Annie Meilink,Annie Meilink,1,,,1,Indy Red,Home,6,ATL
14,Briana Burriss,Briana Burriss,,,,1,Indy Red,Away,2,DC
14,Briana Burriss,Briana Burriss,,1,,,Indy Red,Away,5,MIN
14,Briana Burriss,Briana Burriss,,1,,,Indy Red,Home,6,ATL
14,Briana Burriss,Briana Burriss,1,1,,1,Indy Red,Away,9,NASH
14,Briana Burriss,Briana Burriss,,2,,,Indy Red,Home,10,CBUS
40,Claire Milton,Claire Milton,2,1,1,1,Indy Red,Away,2,DC
40,Claire Milton,Claire Milton,1,,2,1,Indy Red,Away,5,MIN
40,Claire Milton,Claire Milton,,1,,1,Indy Red,Home,6,ATL
40,Claire Milton,Claire Milton,3,,,1,Indy Red,Home,7,MKE
40,Claire Milton,Claire Milton,3,3,2,1,Indy Red,Away,9,NASH
40,Claire Milton,Claire Milton,3,,1,3,Indy Red,Home,10,CBUS
24,Eliza Hutchings,Eliza Hutchings,2,2,,,Indy Red,Away,2,DC
24,Eliza Hutchings,Eliza Hutchings,,,3,2,Indy Red,Away,5,MIN
24,Eliza Hutchings,Eliza Hutchings,2,3,,,Indy Red,Home,6,ATL
24,Eliza Hutchings,Eliza Hutchings,2,6,,2,Indy Red,Home,7,MKE
24,Eliza Hutchings,Eliza Hutchings,,3,1,1,Indy Red,Away,9,NASH
24,Eliza Hutchings,Eliza Hutchings,2,2,2,1,Indy Red,Home,10,CBUS
10,Emilie Garnier,Emilie Garnier,1,,,,Indy Red,Home,7,MKE
10,Emilie Garnier,Emilie Garnier,,,,1,Indy Red,Away,9,NASH
29,Emily Schloneger,Emily Schloneger,1,1,,1,Indy Red,Away,2,DC
29,Emily Schloneger,Emily Schloneger,1,1,,,Indy Red,Home,6,ATL
29,Emily Schloneger,Emily Schloneger,1,2,,,Indy Red,Home,7,MKE
29,Emily Schloneger,Emily Schloneger,,1,1,,Indy Red,Away,9,NASH
29,Emily Schloneger,Emily Schloneger,,2,,1,Indy Red,Home,10,CBUS
30,Emily Wehrwein,Emily Wehrwein,,,1,,Indy Red,Away,5,MIN
30,Emily Wehrwein,Emily Wehrwein,1,,,3,Indy Red,Home,6,ATL
30,Emily Wehrwein,Emily Wehrwein,,1,1,,Indy Red,Away,9,NASH
30,Emily Wehrwein,Emily Wehrwein,,1,4,1,Indy Red,Home,10,CBUS
22,Emily Wyckoff,Emily Wyckoff,1,,,,Indy Red,Away,2,DC
22,Emily Wyckoff,Emily Wyckoff,1,,,2,Indy Red,Away,5,MIN
22,Emily Wyckoff,Emily Wyckoff,,,1,2,Indy Red,Home,6,ATL
22,Emily Wyckoff,Emily Wyckoff,1,2,,2,Indy Red,Home,7,MKE
22,Emily Wyckoff,Emily Wyckoff,,,1,,Indy Red,Away,9,NASH
22,Emily Wyckoff,Emily Wyckoff,,,,1,Indy Red,Home,10,CBUS
4,Hayley Banas,Hayley Banas,1,,,1,Indy Red,Away,2,DC
4,Hayley Banas,Hayley Banas,,,1,8,Indy Red,Away,5,MIN
4,Hayley Banas,Hayley Banas,3,,2,1,Indy Red,Home,6,ATL
4,Hayley Banas,Hayley Banas,4,,1,1,Indy Red,Home,7,MKE
4,Hayley Banas,Hayley Banas,1,,,4,Indy Red,Away,9,NASH
4,Hayley Banas,Hayley Banas,,1,2,2,Indy Red,Home,10,CBUS
33,Jalyn Baumgartner,Jalyn Baumgartner,,2,,,Indy Red,Away,2,DC
33,Jalyn Baumgartner,Jalyn Baumgartner,,,,2,Indy Red,Away,5,MIN
33,Jalyn Baumgartner,Jalyn Baumgartner,,2,,1,Indy Red,Home,6,ATL
33,Jalyn Baumgartner,Jalyn Baumgartner,,,1,1,Indy Red,Home,7,MKE
33,Jalyn Baumgartner,Jalyn Baumgartner,,,,,Indy Red,Away,9,NASH
0,Katie Cox,Katie Cox,1,2,,1,Indy Red,Home,6,ATL
0,Katie Cox,Katie Cox,2,2,1,2,Indy Red,Home,7,MKE
0,Katie Cox,Katie Cox,2,2,1,1,Indy Red,Away,9,NASH
0,Katie Cox,Katie Cox,1,1,2,,Indy Red,Home,10,CBUS
42,Kelly Kerker,Kelly Kerker,,1,,1,Indy Red,Away,5,MIN
42,Kelly Kerker,Kelly Kerker,,2,3,,Indy Red,Home,6,ATL
