match,week,team,opponent,Created,Point,Player,In own endzone?,In opponent's endzone?,Stall out?,Callahan?,Location X (0 -> 1 = left sideline -> right sideline),Location Y (0 -> 1 = back of opponent endzone -> back of own endzone)
NY @ PORT,Week 3,PORT,NY,2024-04-23 22:07:17,10,33 Yuge Xiao,0,0,0,0,0.29583332,0.7925926
NY @ PORT,Week 3,PORT,NY,2024-04-23 22:10:37,10,03 Liv Player,0,0,0,0,0.775,0.8018518
NY @ PORT,Week 3,PORT,NY,2024-04-23 22:11:24,10,55 Sophie Knowles,0,0,0,0,0.84166664,0.71728396
NY @ PORT,Week 3,PORT,NY,2024-04-23 22:38:35,13,19 Olivia Hampton,0,0,0,0,0.7736111,0.5395062
NY @ PORT,Week 3,PORT,NY,2024-04-23 23:11:32,24,03 Liv Player,0,0,0,0,0.25138894,0.44074076
NY @ PORT,Week 3,PORT,NY,2024-04-23 23:19:26,26,69 Tahlia Quartin,1,0,0,0,0.73194444,0.84814817
NY @ PORT,Week 3,PORT,NY,2024-04-23 23:28:35,29,55 Sophie Knowles,1,0,0,0,0.4194444,0.8679012
INDY @ PHL,Week 4,INDY,PHL,2024-04-28 09:18:36,6,03 Mary Timmons,0,0,0,0,0.6687063,0.2863248
INDY @ PHL,Week 4,INDY,PHL,2024-04-28 14:00:04,20,24 Abby Swensen,0,0,0,0,0.30025774,0.77517164
INDY @ PHL,Week 4,INDY,PHL,2024-04-28 19:30:14,32,24 Abby Swensen,1,0,0,0,0.43427834,0.8758581
INDY @ PHL,Week 4,INDY,PHL,2024-04-28 19:32:14,32,04 Rachel Mast,0,0,0,0,0.21649484,0.62471396
INDY @ PHL,Week 4,INDY,PHL,2024-04-28 19:33:24,32,04 Rachel Mast,0,0,0,0,0.32603094,0.30377576
INDY @ PHL,Week 4,INDY,PHL,2024-04-28 19:40:37,35,14 Briana Burriss,0,0,0,0,0.48711342,0.5263158
INDY @ PHL,Week 4,PHL,INDY,2024-04-27 20:06:34,11,05 Lindsay McKenna,0,0,0,0,0.47826087,0.68191564
INDY @ PHL,Week 4,PHL,INDY,2024-04-27 20:08:42,11,66 Jess Brand,0,0,0,0,0.59098226,0.4438885
INDY @ PHL,Week 4,PHL,INDY,2024-04-27 20:10:31,11,33 Jana Graham,0,0,0,0,0.7455717,0.30164403
INDY @ PHL,Week 4,PHL,INDY,2024-04-27 20:13:08,12,08 Emma Soiles,0,0,0,0,0.57004833,0.575411
INDY @ PHL,Week 4,PHL,INDY,2024-04-27 20:36:48,17,33 Jana Graham,0,0,0,0,0.6714976,0.74052894
INDY @ PHL,Week 4,PHL,INDY,2024-04-27 21:09:26,24,24 Casey Gorman,0,0,0,0,0.4090177,0.46890637
INDY @ PHL,Week 4,PHL,INDY,2024-04-27 21:17:29,26,15 Layne Dodge,0,0,0,0,0.6714976,0.4438885
INDY @ PHL,Week 4,PHL,INDY,2024-04-27 21:36:39,32,05 Lindsay McKenna,0,0,0,0,0.23188406,0.60114366
INDY @ PHL,Week 4,PHL,INDY,2024-04-27 21:51:27,35,20 Danielle Walsh,0,0,0,0,0.49436393,0.6940672
INDY @ PHL,Week 4,PHL,INDY,2024-04-27 21:54:04,36,08 Emma Soiles,1,0,0,0,0.25764894,0.8820586
NASH @ RAL,Week 4,NASH,RAL,2024-04-29 19:11:42,2,24 Mia Letterie,0,0,0,0,0.7611111,0.7006173
NASH @ RAL,Week 4,NASH,RAL,2024-04-29 19:14:02,2,10 Tori Taylor,0,0,0,0,0.6732026,0.56885535
NASH @ RAL,Week 4,NASH,RAL,2024-04-29 19:16:51,3,45 Sylvia Brown,0,0,0,0,0.79346406,0.33294597
NASH @ RAL,Week 4,NASH,RAL,2024-04-29 19:57:44,13,20 Noel Holmes,0,0,0,0,0.08027213,0.7459165
NASH @ RAL,Week 4,NASH,RAL,2024-04-29 22:46:52,23,25 Nadine Rowen,0,0,0,0,0.44166666,0.47839507
NASH @ RAL,Week 4,NASH,RAL,2024-04-29 23:19:10,30,45 Sylvia Brown,1,0,0,0,0.46388894,0.87222224
NASH @ RAL,Week 4,NASH,RAL,2024-04-30 00:12:56,37,10 Tori Taylor,0,0,0,0,0.3847222,0.5833333
NASH @ RAL,Week 4,RAL,NASH,2024-04-29 17:06:36,1,20 Bridget Mizener,0,0,0,0,0.826049,0.52797204
NASH @ RAL,Week 4,RAL,NASH,2024-04-29 17:32:43,7,20 Bridget Mizener,0,0,1,0,0.85926574,0.46658897
NASH @ RAL,Week 4,RAL,NASH,2024-04-30 18:37:47,13,90 Qxhna Titcomb,0,0,0,0,0.10576923,0.24125874
NASH @ RAL,Week 4,RAL,NASH,2024-04-30 18:43:04,14,33 Erica Birdsong,1,0,0,0,0.5743007,0.83877236
NASH @ RAL,Week 4,RAL,NASH,2024-04-30 18:55:14,17,22 Julia Zwierzynski,1,0,0,0,0.5113636,0.85275835
NASH @ RAL,Week 4,RAL,NASH,2024-04-30 19:51:05,25,17 Emily Przykucki,0,0,0,0,0.18968531,0.17443667
NASH @ RAL,Week 4,RAL,NASH,2024-04-30 20:02:29,28,09 Jinny Riedel,0,0,0,0,0.8627622,0.73465425
NASH @ RAL,Week 4,RAL,NASH,2024-05-01 14:46:53,30,24 Hannah Boettcher,0,0,0,0,0.35227272,0.532634
NASH @ RAL,Week 4,RAL,NASH,2024-05-01 16:52:49,36,18 Sarah McKee,0,0,0,0,0.84003496,0.5722611
NASH @ RAL,Week 4,RAL,NASH,2024-05-01 16:55:57,37,20 Bridget Mizener,0,0,0,0,0.5008741,0.508547
PORT @ MINN,Week 4,MINN,PORT,2024-04-28 08:28:50,1,NA,0,0,1,0,0.9944445,0.6882716
PORT @ MINN,Week 4,MINN,PORT,2024-04-28 08:58:49,9,04 Erica Baken,0,0,0,0,0.38472226,0.42283952
PORT @ MINN,Week 4,MINN,PORT,2024-04-28 09:30:02,18,10 Jane Koch,0,0,0,0,0.1777778,0.6549383
PORT @ MINN,Week 4,MINN,PORT,2024-04-28 09:43:52,25,53 Emma Piorier,0,0,0,0,0.06388887,0.27530864
PORT @ MINN,Week 4,MINN,PORT,2024-04-28 10:01:32,32,53 Emma Piorier,0,1,0,0,0.4555556,0.15370372
PORT @ MINN,Week 4,PORT,MINN,2024-04-30 20:47:58,3,03 Liv Player,0,0,0,0,0.22361107,0.6308642
PORT @ MINN,Week 4,PORT,MINN,2024-04-30 20:54:57,5,30 Jean Huang,0,0,0,0,0.24166666,0.46604937
PORT @ MINN,Week 4,PORT,MINN,2024-04-30 21:04:04,9,06 Rowse,0,0,0,0,0.68888885,0.79999995
PORT @ MINN,Week 4,PORT,MINN,2024-04-30 21:06:25,9,06 Rowse,0,0,0,0,0.22361107,0.4530864
PORT @ MINN,Week 4,PORT,MINN,2024-04-30 21:07:52,9,06 Rowse,0,0,0,0,0.1,0.3339506
PORT @ MINN,Week 4,PORT,MINN,2024-04-30 21:12:29,11,52 Caitlin Connell,0,0,0,0,0.13055554,0.6006173
PORT @ MINN,Week 4,PORT,MINN,2024-04-30 21:15:07,11,06 Rowse,0,0,0,0,0.7888889,0.42777777
PORT @ MINN,Week 4,PORT,MINN,2024-04-30 21:18:38,13,23 Colette Pellegrini,0,0,0,0,0.72361106,0.5845679
PORT @ MINN,Week 4,PORT,MINN,2024-04-30 21:22:22,14,03 Liv Player,1,0,0,0,0.51944447,0.8728395
PORT @ MINN,Week 4,PORT,MINN,2024-04-30 21:32:29,17,16 Erin Rea,0,0,0,0,0.36388886,0.60246915
PORT @ MINN,Week 4,PORT,MINN,2024-04-30 21:33:48,17,36 Jaelee Cruz,0,0,0,0,0.47638887,0.6993827
PORT @ MINN,Week 4,PORT,MINN,2024-04-30 22:02:50,28,06 Rowse,0,0,0,0,0.57916665,0.44629627
PORT @ MINN,Week 4,PORT,MINN,2024-04-30 22:04:06,28,55 Sophie Knowles,0,0,0,0,0.25555554,0.80864197
PORT @ MINN,Week 4,PORT,MINN,2024-04-30 22:12:45,32,24 Annika Chan,0,0,0,0,0.72083336,0.6080247
ATL @ NASH,Week 5,ATL,NASH,2024-05-14 05:38:39,10,51 Lilli Popovich,0,0,0,0,0.7047026,0.7126613
ATL @ NASH,Week 5,ATL,NASH,2024-05-14 05:51:45,14,05 Megan Jarriel,1,0,0,0,0.91078836,0.8534112
ATL @ NASH,Week 5,ATL,NASH,2024-05-14 06:09:50,17,75 Sarah Kingsley-Hart,0,0,0,0,0.8900415,0.78580207
ATL @ NASH,Week 5,ATL,NASH,2024-05-14 06:19:35,19,55 Trystan Grzyll,1,0,0,0,0.26625174,0.8970498
ATL @ NASH,Week 5,ATL,NASH,2024-05-14 06:25:23,19,18 Naomi Anderson,0,0,0,0,0.51244813,0.39121082
ATL @ NASH,Week 5,ATL,NASH,2024-05-14 06:50:54,24,10 Mia Griner,0,0,0,0,0.6244813,0.5565458
ATL @ NASH,Week 5,ATL,NASH,2024-05-14 07:30:22,31,10 Mia Griner,1,0,0,0,0.34094054,0.91856176
ATL @ NASH,Week 5,ATL,NASH,2024-05-14 07:31:52,31,08 Dani Ortiz,0,0,0,0,0.6300138,0.7034419
ATL @ NASH,Week 5,ATL,NASH,2024-05-14 07:37:36,34,05 Megan Jarriel,0,0,0,0,0.708852,0.46681008
ATL @ NASH,Week 5,NASH,ATL,5/12/24 12:16,1,24 Mia Letterie,0,0,0,0,0.8,0.42283952
ATL @ NASH,Week 5,NASH,ATL,5/12/24 12:36,5,25 Nadine Rowen,0,0,0,0,0.4055556,0.57901233
ATL @ NASH,Week 5,NASH,ATL,5/6/24 17:15,8,77 Melissa Gronske,0,0,0,0,0.3194444,0.7722222
ATL @ NASH,Week 5,NASH,ATL,5/6/24 17:31,10,10 Tori Taylor,0,0,0,0,0.41388887,0.7185185
ATL @ NASH,Week 5,NASH,ATL,5/6/24 17:35,10,22 Rebecca Henley,0,0,0,0,0.66111106,0.45679012
ATL @ NASH,Week 5,NASH,ATL,5/6/24 22:21,16,45 Sylvia Brown,0,0,0,0,0.0972222,0.5938271
ATL @ NASH,Week 5,NASH,ATL,5/6/24 22:28,17,12 Meaghan Creamer,0,0,0,0,0.53055555,0.6006173
ATL @ NASH,Week 5,NASH,ATL,5/6/24 22:30,17,06 Micah Roberts,0,0,0,0,0.29861107,0.68580246
ATL @ NASH,Week 5,NASH,ATL,5/6/24 22:42,19,27 Katharine Gilbert,1,0,0,0,0.3569444,0.83950615
ATL @ NASH,Week 5,NASH,ATL,5/6/24 23:04,25,28 Margie Quinn,0,0,0,0,0.29861107,0.62098765
ATL @ NASH,Week 5,NASH,ATL,5/6/24 23:20,29,21 Elena Rubino,0,0,0,0,0.44583333,0.44259256
ATL @ NASH,Week 5,NASH,ATL,5/6/24 23:24,31,45 Sylvia Brown,0,0,0,0,0.15555553,0.42777777
ATL @ NASH,Week 5,NASH,ATL,5/6/24 23:26,31,71 Mattea Swegles,0,0,0,0,0.3125,0.5802469
ATL @ NASH,Week 5,NASH,ATL,5/6/24 23:34,34,10 Tori Taylor,1,0,0,0,0.37777779,0.85617286
MKE @ MINN,Week 5,MINN,MKE,2024-05-04 18:18:18,3,05 Steph Rupp,0,0,0,0,0.1125,0.6623457
MKE @ MINN,Week 5,MINN,MKE,2024-05-04 18:21:23,3,28 Emma Peaslee,0,0,0,0,0.52916664,0.6111111
MKE @ MINN,Week 5,MINN,MKE,2024-05-04 18:25:43,4,10 Jane Koch,1,0,0,0,0.2819444,0.8537037
MKE @ MINN,Week 5,MINN,MKE,2024-05-04 18:26:16,4,14 Jessica Hendrickson,1,0,0,0,0.7291667,0.8716049
MKE @ MINN,Week 5,MINN,MKE,2024-05-04 18:30:47,4,44 Sarah Meckstroth,0,0,0,0,0.7902777,0.6154321
MKE @ MINN,Week 5,MINN,MKE,2024-05-04 18:41:00,8,02 Steph Wood,0,0,0,0,0.05,0.7129629
MKE @ MINN,Week 5,MINN,MKE,2024-05-04 18:52:38,11,02 Steph Wood,0,0,0,0,0.99861115,0.5814815
MKE @ MINN,Week 5,MINN,MKE,2024-05-04 18:58:44,14,14 Jessica Hendrickson,0,0,0,0,0.55138886,0.5574074
MKE @ MINN,Week 5,MINN,MKE,2024-05-06 16:00:29,15,47 Tori Gray,0,0,0,0,0.5930556,0.54567903
MKE @ MINN,Week 5,MINN,MKE,2024-05-06 16:06:11,15,47 Tori Gray,0,0,0,0,0.04861113,0.6827161
MKE @ MINN,Week 5,MINN,MKE,2024-05-07 15:02:46,26,21 Sarah Mondschein,0,0,0,0,0.4444444,0.49876544
MKE @ MINN,Week 5,MINN,MKE,2024-05-07 15:12:33,29,47 Tori Gray,1,0,0,0,0.49444446,0.8518519
MKE @ MINN,Week 5,MINN,MKE,2024-05-07 15:16:36,31,55 Courtney Walbe,0,0,0,0,0.3027778,0.6469136
MKE @ MINN,Week 5,MINN,MKE,2024-05-07 15:17:23,31,47 Tori Gray,0,0,0,0,0.9527778,0.68580246
MKE @ MINN,Week 5,MKE,MINN,2024-05-05 10:39:36,3,97 Eileen Bequette,0,0,0,0,0.7718447,0.6301616
MKE @ MINN,Week 5,MKE,MINN,2024-05-05 10:45:29,4,21 Annie Shriver,0,0,0,0,0.47087377,0.6974865
MKE @ MINN,Week 5,MKE,MINN,2024-05-05 10:52:48,5,10 Chelsea Twohig,0,0,0,0,0.30825242,0.2172352
MKE @ MINN,Week 5,MKE,MINN,2024-05-05 11:30:03,9,52 Erynn Schroeder,0,0,0,0,0.50242716,0.34111312
MKE @ MINN,Week 5,MKE,MINN,2024-05-05 11:33:09,9,12 Sydney French,1,0,0,0,0.35194173,0.8411131
MKE @ MINN,Week 5,MKE,MINN,2024-05-05 12:14:55,21,25 Anna Wozniak,0,0,0,0,0.45873785,0.72082585
MKE @ MINN,Week 5,MKE,MINN,2024-05-05 12:21:15,23,97 Eileen Bequette,1,0,0,0,0.06553398,0.9147217
MKE @ MINN,Week 5,MKE,MINN,2024-05-05 12:42:14,31,17 Caitlin Duffner,0,0,0,0,0.5218447,0.7163375
NY @ INDY,Week 5,INDY,NY,2024-05-05 19:16:34,2,11 Tracey Lo,0,0,0,0,0.3068182,0.26223776
NY @ INDY,Week 5,INDY,NY,2024-05-05 19:22:33,2,04 Rachel Mast,1,0,0,0,0.45716783,0.95687646
NY @ INDY,Week 5,INDY,NY,2024-05-05 21:07:19,18,77 Katrina Mcguire,0,0,0,0,0.5305944,0.53574204
NY @ INDY,Week 5,INDY,NY,2024-05-05 21:08:40,18,40 Claire Milton,0,0,0,0,0.15472028,0.29176378
NY @ INDY,Week 5,INDY,NY,2024-05-05 21:09:20,18,04 Rachel Mast,0,1,0,0,0.4763986,0.12859362
NY @ INDY,Week 5,NY,INDY,5/9/2024 12:03,5,88 Nikki Hair,0,0,0,0,0.46518514,0.5243742
NY @ INDY,Week 5,NY,INDY,5/9/2024 12:14,9,02 Jolene Zheng,0,0,0,0,0.42370367,0.50395256
NY @ INDY,Week 5,NY,INDY,5/9/2024 12:26,16,31 Eli Presberg,0,0,0,0,0.5451852,0.7694335
NY @ INDY,Week 5,NY,INDY,5/9/2024 12:34,18,00 Genny De Jesus,1,0,0,0,0.35555556,0.9038208
NY @ INDY,Week 5,NY,INDY,5/9/2024 12:49,23,31 Eli Presberg,0,0,0,0,0.6814815,0.72661394
NY @ INDY,Week 5,NY,INDY,5/9/2024 12:50,23,65 Anna Lieberman,0,0,0,0,0.7896296,0.088274024
NY @ INDY,Week 5,NY,INDY,5/9/2024 12:52,24,20 Yina Cartagena,0,0,0,0,0.091851875,0.5797102
NY @ INDY,Week 5,NY,INDY,5/9/2024 12:54,25,21 Montana Roberts,0,0,0,0,0.16888888,0.75428194
NY @ INDY,Week 5,NY,INDY,5/9/2024 13:00,28,24 Jolie Krebs,0,0,0,0,0.8666667,0.5309618
PHL @ ATX,Week 5,ATX,PHL,2024-05-12 10:15:39,5,00 Maggie Rowell,1,0,0,0,0.9263889,0.88950616
PHL @ ATX,Week 5,ATX,PHL,2024-05-12 10:24:55,5,07 Shiru Liu,0,0,0,0,0.7083333,0.48580247
PHL @ ATX,Week 5,ATX,PHL,2024-05-12 10:49:59,8,26 Amy Broome,1,0,0,0,0.7402778,0.8617284
PHL @ ATX,Week 5,ATX,PHL,2024-05-12 11:09:45,11,73 Clara Stewart,0,0,0,0,0.29166666,0.682716
PHL @ ATX,Week 5,ATX,PHL,2024-05-12 11:20:06,14,12 Annie Ortiz,0,0,0,0,0.27361107,0.51358026
PHL @ ATX,Week 5,ATX,PHL,2024-05-12 12:06:46,24,71 Wren Vogel,0,0,0,0,0.52638894,0.72839504
PHL @ ATX,Week 5,ATX,PHL,2024-05-12 12:29:11,29,19 Vanessa Bacorn,0,0,0,0,0.26111108,0.8203704
PHL @ ATX,Week 5,PHL,ATX,2024-05-04 18:28:09,5,21 Linda Morse,1,0,0,0,0.8254593,0.93203884
PHL @ ATX,Week 5,PHL,ATX,2024-05-04 18:30:34,5,00 Emilie Mohler,0,0,0,0,0.7230971,0.5436893
PHL @ ATX,Week 5,PHL,ATX,2024-05-04 18:33:23,5,15 Layne Dodge,1,0,0,0,0.022309711,0.87718445
PHL @ ATX,Week 5,PHL,ATX,2024-05-04 18:49:57,6,33 Jana Graham,0,0,0,0,0.6784777,0.8101942
PHL @ ATX,Week 5,PHL,ATX,2024-05-04 19:37:18,12,08 Emma Soiles,0,0,0,0,0.88845146,0.48640776
PHL @ ATX,Week 5,PHL,ATX,2024-05-04 19:50:06,16,22 Liz Hart,0,0,0,0,0.29002625,0.29417476
PHL @ ATX,Week 5,PHL,ATX,2024-05-04 19:57:02,18,00 Emilie Mohler,0,0,0,0,0.30052492,0.4538835
PHL @ ATX,Week 5,PHL,ATX,2024-05-04 19:59:25,19,18 Sumi Onoe,0,0,0,0,0.2296588,0.71990293
PHL @ ATX,Week 5,PHL,ATX,2024-05-04 20:00:59,19,24 Casey Gorman,1,0,0,0,0.6587927,0.85631067
PHL @ ATX,Week 5,PHL,ATX,2024-05-04 20:08:06,20,21 Linda Morse,0,0,0,0,0.3727034,0.62572813
PHL @ ATX,Week 5,PHL,ATX,2024-05-04 20:09:31,21,00 Emilie Mohler,1,0,0,0,0.7992126,0.86650485
PHL @ ATX,Week 5,PHL,ATX,2024-05-04 20:15:01,23,05 Lindsay McKenna,0,0,0,0,0.18897638,0.28592232
PHL @ ATX,Week 5,PHL,ATX,2024-05-04 20:20:07,25,01 Emily Shields,0,0,0,0,0.20734908,0.6393204
PHL @ ATX,Week 5,PHL,ATX,2024-05-04 20:20:44,25,23 Natalie Bova,0,0,0,0,0.16535433,0.43640777
PHL @ ATX,Week 5,PHL,ATX,2024-05-04 20:26:42,29,08 Emma Soiles,0,0,0,0,0.060367454,0.7228155
PHL @ ATX,Week 5,PHL,ATX,2024-05-04 20:30:16,29,11 Sara Liang,0,0,0,0,0.25721785,0.57378644
PHL @ ATX,Week 5,PHL,ATX,2024-05-04 20:38:03,31,11 Sara Liang,0,0,0,0,0.7296588,0.49951455
RAL @ DC,Week 5,DC,RAL,2024-05-05 15:22:03,2,01 Ashleigh Jentilet,0,0,0,0,0.31527779,0.5814815
RAL @ DC,Week 5,DC,RAL,2024-05-05 15:38:14,5,22 Erin McCann,0,0,0,0,0.2069444,0.6919753
RAL @ DC,Week 5,DC,RAL,2024-05-05 15:43:00,5,01 Ashleigh Jentilet,0,0,0,0,0.80833334,0.65555555
RAL @ DC,Week 5,DC,RAL,2024-05-05 15:46:52,6,06 Laureen Johnson,0,0,0,0,0.51666665,0.49074075
RAL @ DC,Week 5,DC,RAL,2024-05-05 15:51:22,6,07 Kami Groom,0,0,0,0,0.39166668,0.5555556
RAL @ DC,Week 5,DC,RAL,2024-05-05 15:56:22,7,42 Lisi Lohre,0,0,0,0,0.4694444,0.5919753
RAL @ DC,Week 5,DC,RAL,2024-05-05 16:06:56,8,23 Lisa Dang,0,0,0,0,0.26388893,0.59444445
RAL @ DC,Week 5,DC,RAL,2024-05-05 16:09:46,9,36 Carolyn Normile,0,0,0,0,0.3569444,0.43765432
RAL @ DC,Week 5,DC,RAL,2024-05-05 16:15:40,10,66 Jackie Wang,0,0,0,0,0.78333336,0.4728395
RAL @ DC,Week 5,DC,RAL,2024-05-05 16:20:03,10,37 Claire Trop,0,0,0,0,0.6680556,0.48024693
RAL @ DC,Week 5,DC,RAL,2024-05-05 16:57:27,19,07 Kami Groom,0,0,0,0,0.1027778,0.79691356
RAL @ DC,Week 5,DC,RAL,2024-05-05 17:01:04,19,46 Graham Cunningham,0,0,0,0,0.34722227,0.5407408
RAL @ DC,Week 5,DC,RAL,2024-05-05 18:58:36,20,15 Florence Brooks,0,0,0,0,0.52916664,0.40555555
RAL @ DC,Week 5,DC,RAL,2024-05-05 19:03:03,21,07 Kami Groom,0,0,0,0,0.1319444,0.7987654
RAL @ DC,Week 5,DC,RAL,2024-05-05 19:11:00,22,01 Ashleigh Jentilet,1,0,0,0,0.1652778,0.8777778
RAL @ DC,Week 5,DC,RAL,2024-05-05 19:16:15,22,24 Jamie Eriksson,0,0,0,0,0.29583332,0.65246916
RAL @ DC,Week 5,DC,RAL,2024-05-05 19:18:30,22,66 Jackie Wang,0,0,0,0,0.25138894,0.6401235
RAL @ DC,Week 5,RAL,DC,2024-05-12 16:06:14,2,12 Katie Backus Meilstrup,0,0,0,0,0.48164335,0.7377622
RAL @ DC,Week 5,RAL,DC,2024-05-17 13:20:13,4,15 Justine Neville,0,0,0,0,0.7386364,0.46969697
RAL @ DC,Week 5,RAL,DC,2024-05-17 13:24:47,5,12 Katie Backus Meilstrup,0,0,0,0,0.5008741,0.8123543
RAL @ DC,Week 5,RAL,DC,2024-05-17 14:16:48,5,02 Claire Bidigaire-Curtis,0,0,0,0,0.5568182,0.21173272
RAL @ DC,Week 5,RAL,DC,2024-05-17 14:32:18,7,01 Lindsay Soo,0,0,0,0,1.0,0.52952605
RAL @ DC,Week 5,RAL,DC,2024-05-17 14:34:03,7,13 Tyler Smith,0,0,0,0,0.1826923,0.44483295
RAL @ DC,Week 5,RAL,DC,2024-05-17 14:36:00,8,22 Julia Zwierzynski,0,0,0,0,0.52185315,0.541181
RAL @ DC,Week 5,RAL,DC,2024-05-17 15:18:45,17,45 Caitlin Gross,1,0,0,0,0.119755246,0.87606835
RAL @ DC,Week 5,RAL,DC,2024-05-17 15:36:59,22,01 Lindsay Soo,0,0,0,0,0.24038461,0.82323235
DC @ PORT,Week 7,DC,PORT,2024-05-22 17:45:23,4,18 Caroline Tornquist,0,0,0,0,0.26111114,0.48580247
DC @ PORT,Week 7,DC,PORT,2024-05-22 17:47:51,5,22 Erin McCann,1,0,0,0,0.27083334,0.9030864
DC @ PORT,Week 7,DC,PORT,2024-05-22 17:51:00,6,66 Jackie Wang,0,0,0,0,0.5,0.53641975
DC @ PORT,Week 7,DC,PORT,2024-05-22 18:05:10,9,13 Sami Smalling,0,0,0,0,0.8319444,0.7290123
DC @ PORT,Week 7,DC,PORT,2024-05-22 18:08:38,10,08 Kathryn Ritzman,0,0,0,0,0.14861113,0.53765434
DC @ PORT,Week 7,DC,PORT,2024-05-22 18:12:51,11,22 Erin McCann,0,0,0,0,0.2375,0.54691356
DC @ PORT,Week 7,DC,PORT,2024-05-22 18:21:58,12,07 Kami Groom,0,0,0,0,0.45972225,0.78271604
DC @ PORT,Week 7,DC,PORT,2024-05-22 18:46:16,18,22 Erin McCann,0,0,0,0,0.7513889,0.6462963
DC @ PORT,Week 7,DC,PORT,2024-05-22 18:47:47,18,22 Erin McCann,0,0,0,0,0.8555556,0.5462963
DC @ PORT,Week 7,DC,PORT,2024-05-22 18:51:30,20,08 Kathryn Ritzman,0,0,0,0,0.37916666,0.7166667
DC @ PORT,Week 7,DC,PORT,2024-05-22 19:44:00,24,33 Amanda Murphy,0,0,0,0,0.67638886,0.47407407
DC @ PORT,Week 7,DC,PORT,2024-05-22 19:53:52,27,22 Erin McCann,0,0,0,0,0.18472226,0.52592593
DC @ PORT,Week 7,DC,PORT,2024-05-22 20:00:59,30,15 Florence Brooks,0,0,0,0,0.49305552,0.5388889
DC @ PORT,Week 7,PORT,DC,2024-05-20 21:27:00,1,03 Liv Player,0,0,0,0,0.42222226,0.704321
DC @ PORT,Week 7,PORT,DC,2024-05-20 21:40:33,2,06 Rowse,1,0,0,0,0.49305552,0.891358
DC @ PORT,Week 7,PORT,DC,2024-05-20 22:21:56,12,29 Elana Schwam,0,0,0,0,0.0875,0.69753087
DC @ PORT,Week 7,PORT,DC,2024-05-20 22:39:24,17,19 Olivia Hampton,0,0,0,0,0.69166666,0.65185183
DC @ PORT,Week 7,PORT,DC,2024-05-20 22:48:48,19,04 Adelle Pitsas,0,0,0,0,0.7319444,0.60925925
DC @ PORT,Week 7,PORT,DC,2024-05-20 22:50:51,19,55 Sophie Knowles,0,0,0,0,0.64166665,0.30617285
DC @ PORT,Week 7,PORT,DC,2024-05-20 23:02:51,22,33 Yuge Xiao,0,0,0,0,0.25416666,0.6191358
DC @ PORT,Week 7,PORT,DC,2024-05-20 23:22:59,28,33 Yuge Xiao,1,0,0,0,0.32361114,0.87222224
INDY @ MKE,Week 7,INDY,MKE,5/19/24 21:30,6,02 Maketa Mattimore,0,0,0,0,0.3347902,0.27466977
INDY @ MKE,Week 7,INDY,MKE,5/19/24 21:32,7,08 Jamie Smets,0,0,0,0,0.7613636,0.47513598
INDY @ MKE,Week 7,INDY,MKE,5/19/24 21:39,7,03 Mary Timmons,0,0,0,0,0.11451049,0.64840716
INDY @ MKE,Week 7,INDY,MKE,5/19/24 22:14,12,29 Emily Schloneger,1,0,0,0,0.41695803,0.9273504
INDY @ MKE,Week 7,INDY,MKE,5/19/24 22:35,16,23 Lili Hobday,0,0,0,0,0.15646853,0.3174048
INDY @ MKE,Week 7,INDY,MKE,5/19/24 22:42,18,24 Abby Swensen,0,0,0,0,0.31206295,0.5769231
INDY @ MKE,Week 7,INDY,MKE,5/19/24 23:14,27,34 Lauren Kitten,0,0,0,0,0.25087413,0.3096348
INDY @ MKE,Week 7,INDY,MKE,5/19/24 23:16,28,24 Abby Swensen,0,0,0,0,0.28933567,0.74242425
INDY @ MKE,Week 7,INDY,MKE,5/19/24 23:56,35,14 Briana Burriss,0,0,0,0,0.03409091,0.75874126
INDY @ MKE,Week 7,INDY,MKE,5/20/24 0:13,37,22 Emily Wycoff,0,0,0,0,0.60402095,0.74009323
PHL @ NY,Week 7,NY,PHL,2024-05-25 12:40:15,3,24 Jolie Krebs,0,0,0,0,0.5348148,0.5797101
PHL @ NY,Week 7,NY,PHL,2024-05-25 12:52:22,10,62 Casey Banta-Ryan,0,0,0,0,0.34074068,0.6251647
PHL @ NY,Week 7,NY,PHL,2024-05-25 13:14:16,18,96 Nina Finley,0,0,0,0,0.46370375,0.71014494
PHL @ NY,Week 7,NY,PHL,2024-05-25 13:23:24,21,09 Cassandra Brown,0,0,0,0,0.49333334,0.75889325
PHL @ NY,Week 7,NY,PHL,2024-05-25 13:31:46,26,33 Valeria Cardenas,0,0,0,0,0.4888889,0.43544137
PHL @ NY,Week 7,NY,PHL,2024-05-25 13:44:16,30,26 Mariabelen Restrepo,0,0,0,0,0.11851847,0.45652175
PHL @ NY,Week 7,NY,PHL,2024-05-25 14:03:14,38,62 Casey Banta-Ryan,0,0,0,0,0.96444446,0.38932806
PHL @ NY,Week 7,PHL,NY,2024-05-20 14:10:09,10,22 Liz Hart,0,0,0,0,0.46215782,0.6397427
PHL @ NY,Week 7,PHL,NY,2024-05-20 14:35:34,18,20 Danielle Walsh,0,0,0,0,0.7455717,0.5525375
PHL @ NY,Week 7,PHL,NY,2024-05-20 14:38:22,18,15 Layne Dodge,0,0,0,0,0.31078905,0.47462472
PHL @ NY,Week 7,PHL,NY,2024-05-20 14:58:48,25,24 Casey Gorman,0,0,0,0,0.23188406,0.4653324
