match,week,team,opponent,Created,Point,Possession,Started point on offense?,Scored?,Start X (0 -> 1 = left sideline -> right sideline),Start Y (0 -> 1 = back of opponent endzone -> back of own endzone),Initiator,Passes,Secondary assist,Assist,Goal,Thrower error,Receiver error,Stalled out
MKE @ NY,Week 2,NY,MKE,2024-04-15 19:35:29,13,1,1,1,0.27669904,0.61870503,33 Valeria Cardenas,7,02 Jolene Zheng,20 Yina Cartagena,23 Linnea Soo,NA,NA,NA
MKE @ NY,Week 2,NY,MKE,2024-04-15 19:38:19,14,1,0,0,0.93042064,0.7201439,20 Yina Cartagena,2,NA,NA,NA,24 Jolie Krebs,NA,NA
MKE @ NY,Week 2,NY,MKE,2024-04-15 19:39:03,14,2,0,1,0.158576,0.7309353,24 Jolie Krebs,10,97 Hannah Glick,20 Yina Cartagena,00 Genny De Jesus,NA,NA,NA
MKE @ NY,Week 2,NY,MKE,2024-04-15 19:41:26,15,1,0,0,0.30258906,0.75755394,33 Valeria Cardenas,3,NA,NA,NA,18 Kylie Sterling,NA,NA
MKE @ NY,Week 2,NY,MKE,2024-04-15 19:43:00,16,1,1,0,0.487055,0.5258993,20 Yina Cartagena,2,NA,NA,NA,23 Linnea Soo,NA,NA
MKE @ NY,Week 2,NY,MKE,2024-04-15 19:43:35,16,2,1,0,0.47572815,0.7230216,09 Cassandra Brown,2,NA,NA,NA,20 Yina Cartagena,NA,NA
MKE @ NY,Week 2,NY,MKE,2024-04-15 19:43:59,16,3,1,0,0.30258897,0.6366907,20 Yina Cartagena,3,NA,NA,NA,33 Valeria Cardenas,20 Yina Cartagena,NA
MKE @ NY,Week 2,NY,MKE,2024-04-15 19:45:32,17,1,1,1,0.55825245,0.6892086,33 Valeria Cardenas,8,20 Yina Cartagena,33 Valeria Cardenas,00 Genny De Jesus,NA,NA,NA
MKE @ NY,Week 2,NY,MKE,2024-04-15 19:49:01,18,1,0,0,0.57281554,0.6374101,23 Linnea Soo,6,NA,NA,NA,96 Nina Finley,NA,NA
MKE @ NY,Week 2,NY,MKE,2024-04-15 19:52:21,19,1,1,1,0.45954695,0.66906476,09 Cassandra Brown,7,20 Yina Cartagena,33 Valeria Cardenas,20 Yina Cartagena,NA,NA,NA
MKE @ NY,Week 2,NY,MKE,2024-04-15 19:54:40,20,1,0,1,0.30582523,0.4381295,26 Mariabelen Restrepo,5,96 Nina Finley,33 Valeria Cardenas,24 Jolie Krebs,NA,NA,NA
MKE @ NY,Week 2,NY,MKE,2024-04-15 19:56:04,21,1,0,1,0.2961165,0.5820144,20 Yina Cartagena,4,62 Casey Banta-Ryan,18 Kylie Sterling,26 Mariabelen Restrepo,NA,NA,NA
MKE @ NY,Week 2,NY,MKE,2024-04-15 19:57:45,22,1,0,0,0.9029126,0.80575544,96 Nina Finley,3,NA,NA,NA,65 Anna Lieberman,NA,NA
MKE @ NY,Week 2,NY,MKE,2024-04-15 19:59:15,23,1,1,0,0.5145631,0.6971223,09 Cassandra Brown,7,NA,NA,NA,09 Cassandra Brown,NA,NA
MKE @ NY,Week 2,NY,MKE,2024-04-15 20:00:07,23,2,1,0,0.4223301,0.30431655,33 Valeria Cardenas,7,NA,NA,NA,09 Cassandra Brown,NA,NA
MKE @ NY,Week 2,NY,MKE,2024-04-15 20:02:03,24,1,1,0,0.17637537,0.66402876,20 Yina Cartagena,7,NA,NA,NA,20 Yina Cartagena,NA,NA
MKE @ NY,Week 2,NY,MKE,2024-04-15 20:04:03,25,1,1,1,0.5032363,0.67769784,33 Valeria Cardenas,14,00 Genny De Jesus,24 Jolie Krebs,00 Genny De Jesus,NA,NA,NA
MKE @ NY,Week 2,NY,MKE,2024-04-15 20:09:32,27,1,1,1,0.28802595,0.7244604,09 Cassandra Brown,9,20 Yina Cartagena,97 Hannah Glick,02 Jolene Zheng,NA,NA,NA
MKE @ NY,Week 2,NY,MKE,2024-04-15 20:12:15,29,1,1,1,0.6472492,0.68705034,33 Valeria Cardenas,5,33 Valeria Cardenas,09 Cassandra Brown,33 Valeria Cardenas,NA,NA,NA
MKE @ NY,Week 2,NY,MKE,2024-04-15 20:14:17,30,1,0,0,0.2961165,0.85755396,24 Jolie Krebs,2,NA,NA,NA,18 Kylie Sterling,NA,NA
MKE @ NY,Week 2,NY,MKE,2024-04-15 20:15:08,30,2,0,0,0.91909385,0.83381295,96 Nina Finley,8,NA,NA,NA,NA,88 Nikki Hair,NA
MKE @ NY,Week 2,NY,MKE,2024-04-15 20:18:01,31,1,0,1,0.9498382,0.81942445,20 Yina Cartagena,8,31 Eli Presberg,20 Yina Cartagena,00 Genny De Jesus,NA,NA,NA
MKE @ NY,Week 2,NY,MKE,2024-04-15 20:20:35,32,1,0,0,0.69255656,0.74676263,26 Mariabelen Restrepo,7,NA,NA,NA,18 Kylie Sterling,NA,NA
MKE @ NY,Week 2,NY,MKE,2024-04-15 20:22:03,32,2,0,0,0.4223301,0.19784173,96 Nina Finley,1,NA,NA,NA,96 Nina Finley,NA,NA
MKE @ NY,Week 2,NY,MKE,2024-04-15 20:22:23,32,3,0,1,0.8899676,0.24892087,24 Jolie Krebs,3,33 Valeria Cardenas,24 Jolie Krebs,44 Kayla Seeger,NA,NA,NA
MKE @ NY,Week 2,NY,MKE,2024-04-15 20:25:40,34,1,1,0,0.49514562,0.43309352,20 Yina Cartagena,9,NA,NA,NA,20 Yina Cartagena,NA,NA
MKE @ NY,Week 2,NY,MKE,2024-04-15 20:27:28,34,2,1,0,0.26213592,0.51582736,20 Yina Cartagena,6,NA,NA,NA,09 Cassandra Brown,NA,NA
MKE @ NY,Week 2,NY,MKE,2024-04-15 20:30:14,34,3,1,1,0.103559844,0.3877698,33 Valeria Cardenas,4,24 Jolie Krebs,20 Yina Cartagena,11 Emma Berrigan,NA,NA,NA
MKE @ NY,Week 2,NY,MKE,2024-04-15 20:31:44,35,1,0,0,0.29126215,0.8280575,24 Jolie Krebs,3,NA,NA,NA,96 Nina Finley,NA,NA
MKE @ NY,Week 2,NY,MKE,2024-04-15 20:33:57,36,1,1,0,0.21682844,0.6251798,33 Valeria Cardenas,4,NA,NA,NA,NA,02 Jolene Zheng,NA
MKE @ NY,Week 2,NY,MKE,2024-04-15 20:34:55,36,2,1,1,0.48058254,0.41510794,09 Cassandra Brown,5,00 Genny De Jesus,20 Yina Cartagena,33 Valeria Cardenas,NA,NA,NA
MKE @ NY,Week 2,NY,MKE,2024-04-15 20:37:30,38,1,1,1,0.49838182,0.67841727,33 Valeria Cardenas,9,33 Valeria Cardenas,20 Yina Cartagena,09 Cassandra Brown,NA,NA,NA
MKE @ NY,Week 2,NY,MKE,2024-04-15 20:38:58,39,1,0,0,0.33818772,0.728777,96 Nina Finley,15,NA,NA,NA,24 Jolie Krebs,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 21:02:07,1,1,1,0,0.5111111,0.77098763,52 Erynn Schroeder,6,NA,NA,NA,05 Rose Glinka,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 21:03:41,1,2,1,0,0.077777736,0.81790125,52 Erynn Schroeder,1,NA,NA,NA,52 Erynn Schroeder,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 21:04:47,1,3,1,0,0.5194444,0.77592593,52 Erynn Schroeder,4,NA,NA,NA,08 Manhua Zhu,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 21:06:56,2,1,1,0,0.079166666,0.5092593,08 Manhua Zhu,3,NA,NA,NA,NA,07 Sydney Stelzer,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 21:07:34,2,2,1,0,0.24722226,0.40864196,52 Erynn Schroeder,2,NA,NA,NA,NA,52 Erynn Schroeder,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 21:08:53,2,3,1,0,0.4777778,0.55864197,52 Erynn Schroeder,1,NA,NA,NA,52 Erynn Schroeder,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 21:10:57,2,4,1,0,0.68611115,0.24506174,52 Erynn Schroeder,1,NA,NA,NA,52 Erynn Schroeder,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 21:11:35,2,5,1,0,0.49444446,0.5438272,21 Annie Shriver,3,NA,NA,NA,52 Erynn Schroeder,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 21:15:59,3,1,1,0,0.5125,0.7641975,10 Chelsea Twohig,5,NA,NA,NA,12 Sydney French,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 21:16:43,3,2,1,0,0.18888886,0.82469136,22 Alex Ballinger,1,NA,NA,NA,22 Alex Ballinger,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 21:17:26,3,3,1,0,0.14166667,0.8203704,22 Alex Ballinger,2,NA,NA,NA,NA,99 Dana Demmert,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 21:18:37,3,4,1,0,0.15,0.8203704,10 Chelsea Twohig,1,NA,NA,NA,10 Chelsea Twohig,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 21:20:47,4,1,1,0,0.1652778,0.6493827,27 Stef Bugasch,2,NA,NA,NA,NA,05 Rose Glinka,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 21:21:27,4,2,1,0,0.7513889,0.80864197,52 Erynn Schroeder,7,NA,NA,NA,21 Annie Shriver,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 21:25:28,4,3,1,0,0.525,0.1740741,32 Mickela Heilicher,1,NA,NA,NA,32 Mickela Heilicher,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 21:27:52,5,1,1,0,0.89166665,0.6944445,05 Rose Glinka,3,NA,NA,NA,08 Manhua Zhu,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 21:28:33,5,2,1,0,0.5125,0.65925926,52 Erynn Schroeder,1,NA,NA,NA,52 Erynn Schroeder,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 21:29:45,5,3,1,0,0.25972226,0.63024694,21 Annie Shriver,2,NA,NA,NA,88 Claire Kelley,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 21:32:40,6,1,1,0,0.52777773,0.7209877,32 Mickela Heilicher,5,NA,NA,NA,NA,32 Mickela Heilicher,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 21:34:21,6,2,1,0,0.75277776,0.79753083,12 Sydney French,1,NA,NA,NA,12 Sydney French,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 21:34:48,6,3,1,0,0.0944444,0.8117284,32 Mickela Heilicher,2,NA,NA,NA,12 Sydney French,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 21:35:35,6,4,1,0,0.81527776,0.80987656,32 Mickela Heilicher,9,NA,NA,NA,72 Jacqueline Jarik,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 21:38:35,6,5,1,0,0.24583334,0.6574074,12 Sydney French,1,NA,NA,NA,12 Sydney French,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 21:40:09,7,1,1,0,0.46111113,0.61296296,52 Erynn Schroeder,4,NA,NA,NA,21 Annie Shriver,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 21:43:52,8,1,1,1,0.73333335,0.6339506,22 Alex Ballinger,8,32 Mickela Heilicher,99 Dana Demmert,10 Chelsea Twohig,NA,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 21:48:04,9,1,0,0,0.8194445,0.79814816,10 Chelsea Twohig,3,NA,NA,NA,97 Eileen Bequette,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 21:53:22,10,1,1,0,0.46805555,0.7080247,08 Manhua Zhu,6,NA,NA,NA,08 Manhua Zhu,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 21:58:46,10,2,1,0,0.30138892,0.5555556,52 Erynn Schroeder,3,NA,NA,NA,NA,17 Caitlin Duffner,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 22:01:49,11,1,1,0,0.17916666,0.68209875,08 Manhua Zhu,13,NA,NA,NA,NA,72 Jacqueline Jarik,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 22:04:46,11,2,1,0,0.71666664,0.2574074,52 Erynn Schroeder,1,NA,NA,NA,52 Erynn Schroeder,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 22:06:31,12,1,1,1,0.46388894,0.5438272,32 Mickela Heilicher,2,32 Mickela Heilicher,10 Chelsea Twohig,97 Eileen Bequette,NA,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 22:08:55,14,1,1,0,0.47638893,0.6098766,52 Erynn Schroeder,2,NA,NA,NA,NA,05 Rose Glinka,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 22:10:52,15,1,1,0,0.49027774,0.6907407,52 Erynn Schroeder,2,NA,NA,NA,08 Manhua Zhu,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 22:11:31,15,2,1,0,0.71805555,0.8320988,52 Erynn Schroeder,4,NA,NA,NA,52 Erynn Schroeder,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 22:12:33,15,3,1,0,0.47916666,0.554321,52 Erynn Schroeder,1,NA,NA,NA,52 Erynn Schroeder,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 22:13:22,15,4,1,0,0.27916667,0.682716,08 Manhua Zhu,2,NA,NA,NA,52 Erynn Schroeder,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 22:14:03,15,5,1,0,0.3847222,0.4962963,52 Erynn Schroeder,3,NA,NA,NA,NA,07 Sydney Stelzer,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 22:15:06,15,6,1,0,0.30138886,0.5024691,52 Erynn Schroeder,5,NA,NA,NA,NA,99 Dana Demmert,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 22:18:02,15,7,1,0,0.3875,0.7074074,22 Alex Ballinger,2,NA,NA,NA,72 Jacqueline Jarik,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 22:19:09,15,8,1,0,0.48333332,0.8259259,52 Erynn Schroeder,4,NA,NA,NA,52 Erynn Schroeder,17 Caitlin Duffner,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 22:20:08,15,9,1,0,0.15277773,0.8067901,08 Manhua Zhu,1,NA,NA,NA,08 Manhua Zhu,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 22:21:50,16,1,0,0,0.50555557,0.57592595,32 Mickela Heilicher,3,NA,NA,NA,NA,00 Donna Johnston,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 22:22:25,16,2,0,0,0.7,0.4740741,32 Mickela Heilicher,4,NA,NA,NA,NA,10 Chelsea Twohig,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 22:26:27,16,3,0,0,0.09444447,0.5123457,32 Mickela Heilicher,2,NA,NA,NA,12 Sydney French,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 22:27:52,16,4,0,0,0.084722266,0.72407407,10 Chelsea Twohig,2,NA,NA,NA,NA,97 Eileen Bequette,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 22:28:36,16,5,0,0,0.60833335,0.56543213,32 Mickela Heilicher,4,NA,NA,NA,32 Mickela Heilicher,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 22:29:57,16,6,0,1,0.6888889,0.595679,12 Sydney French,5,97 Eileen Bequette,10 Chelsea Twohig,12 Sydney French,NA,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 22:32:41,18,1,1,0,0.17083333,0.49567902,21 Annie Shriver,1,NA,NA,NA,21 Annie Shriver,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 22:33:14,18,2,1,0,0.7430556,0.82962966,52 Erynn Schroeder,2,NA,NA,NA,NA,07 Sydney Stelzer,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 22:36:39,19,1,1,1,0.42361107,0.6882716,10 Chelsea Twohig,8,22 Alex Ballinger,10 Chelsea Twohig,72 Jacqueline Jarik,NA,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 22:38:43,20,1,0,0,0.3402778,0.50555557,22 Alex Ballinger,3,NA,NA,NA,97 Eileen Bequette,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 22:39:30,20,2,0,0,0.24166666,0.42160493,22 Alex Ballinger,3,NA,NA,NA,99 Dana Demmert,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 22:40:34,20,3,0,0,0.31388894,0.27901235,97 Eileen Bequette,2,NA,NA,NA,00 Donna Johnston,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 22:41:23,20,4,0,0,0.07638893,0.65679014,10 Chelsea Twohig,2,NA,NA,NA,72 Jacqueline Jarik,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 22:43:51,21,1,1,0,0.5402777,0.75185186,52 Erynn Schroeder,1,NA,NA,NA,52 Erynn Schroeder,NA,NA
MKE @ PHL,Week 2,original stats,MKEPHL,2024-04-15 08:32:13,1,1,0,0,0.99576986,0.44871795,04 Raha Mozaffari,11,NA,NA,NA,08 Emma Soiles,11 Sara Liang,NA
MKE @ PHL,Week 2,original stats,MKEPHL,2024-04-15 08:35:37,1,2,0,0,1.0,0.20231394,04 Raha Mozaffari,1,NA,NA,NA,04 Raha Mozaffari,NA,NA
MKE @ PHL,Week 2,original stats,MKEPHL,2024-04-15 08:38:00,1,3,0,1,1.0,0.19355847,04 Raha Mozaffari,1,NA,04 Raha Mozaffari,08 Emma Soiles,NA,NA,NA
MKE @ PHL,Week 2,original stats,MKEPHL,2024-04-15 08:40:42,2,1,0,0,0.18866329,0.677611,04 Raha Mozaffari,3,NA,NA,NA,08 Emma Soiles,NA,NA
MKE @ PHL,Week 2,original stats,MKEPHL,2024-04-15 08:42:57,2,2,0,0,0.677665,0.7120075,11 Sara Liang,6,NA,NA,NA,04 Raha Mozaffari,21 Linda Morse,NA
MKE @ PHL,Week 2,original stats,MKEPHL,2024-04-15 08:44:34,2,3,0,0,0.53384095,0.82020015,04 Raha Mozaffari,1,NA,NA,NA,04 Raha Mozaffari,NA,NA
MKE @ PHL,Week 2,original stats,MKEPHL,2024-04-15 08:45:35,2,4,0,0,0.92978,0.81894934,11 Sara Liang,7,NA,NA,NA,NA,36 Adilina Malave,NA
MKE @ PHL,Week 2,original stats,MKEPHL,2024-04-15 08:53:33,2,5,0,1,0.5084602,0.81832397,10 Andrea DeSabato,8,10 Andrea DeSabato,23 Natalie Bova,00 Emilie Mohler,NA,NA,NA
MKE @ PHL,Week 2,original stats,MKEPHL,2024-04-15 08:57:52,3,1,0,0,0.82656515,0.5487805,04 Raha Mozaffari,1,NA,NA,NA,NA,08 Emma Soiles,NA
MKE @ PHL,Week 2,original stats,MKEPHL,2024-04-15 08:59:10,3,2,0,0,0.99069375,0.28361475,11 Sara Liang,1,NA,NA,NA,NA,18 Sumi Onoe,NA
MKE @ PHL,Week 2,original stats,MKEPHL,2024-04-15 09:00:25,3,3,0,0,0.8637902,0.33739838,11 Sara Liang,2,NA,NA,NA,NA,18 Sumi Onoe,NA
MKE @ PHL,Week 2,original stats,MKEPHL,2024-04-15 09:01:44,3,4,0,1,0.8536379,0.4043152,13 Kat Harper,5,13 Kat Harper,21 Linda Morse,08 Emma Soiles,NA,NA,NA
MKE @ PHL,Week 2,original stats,MKEPHL,2024-04-15 09:03:55,4,1,0,0,0.43401015,0.40181363,11 Sara Liang,4,NA,NA,NA,36 Adilina Malave,NA,NA
MKE @ PHL,Week 2,original stats,MKEPHL,2024-04-15 09:10:00,5,1,1,0,0.750423,0.4662289,20 Danielle Walsh,1,NA,NA,NA,20 Danielle Walsh,NA,NA
MKE @ PHL,Week 2,original stats,MKEPHL,2024-04-15 09:10:48,5,2,1,1,0.30033842,0.32363978,01 Emily Shields,3,23 Natalie Bova,10 Andrea DeSabato,01 Emily Shields,NA,NA,NA
MKE @ PHL,Week 2,original stats,MKEPHL,2024-04-15 09:14:11,6,1,0,0,0.3037225,0.5562852,00 Emilie Mohler,2,NA,NA,NA,04 Raha Mozaffari,NA,NA
MKE @ PHL,Week 2,original stats,MKEPHL,2024-04-15 09:14:56,6,2,0,0,0.4424704,0.30675423,04 Raha Mozaffari,1,NA,NA,NA,NA,18 Sumi Onoe,NA
MKE @ PHL,Week 2,original stats,MKEPHL,2024-04-15 09:15:30,6,3,0,1,0.20389171,0.6394622,11 Sara Liang,4,08 Emma Soiles,21 Linda Morse,18 Sumi Onoe,NA,NA,NA
MKE @ PHL,Week 2,original stats,MKEPHL,2024-04-15 09:18:32,7,1,0,0,0.27326566,0.41494685,17 Allie Milligan,1,NA,NA,NA,17 Allie Milligan,NA,NA
MKE @ PHL,Week 2,original stats,MKEPHL,2024-04-15 09:19:24,7,2,0,0,0.6404399,0.33239526,04 Raha Mozaffari,1,NA,NA,NA,NA,24 Casey Gorman,NA
MKE @ PHL,Week 2,original stats,MKEPHL,2024-04-15 09:20:38,7,3,0,0,0.86717427,0.37554723,04 Raha Mozaffari,2,NA,NA,NA,36 Adilina Malave,NA,NA
MKE @ PHL,Week 2,original stats,MKEPHL,2024-04-15 09:22:12,7,4,0,0,0.71150595,0.64446527,04 Raha Mozaffari,1,NA,NA,NA,NA,05 Lindsay McKenna,NA
MKE @ PHL,Week 2,original stats,MKEPHL,2024-04-15 09:22:45,7,5,0,1,0.46954316,0.24358974,04 Raha Mozaffari,1,NA,04 Raha Mozaffari,13 Kat Harper,NA,NA,NA
MKE @ PHL,Week 2,original stats,MKEPHL,2024-04-15 09:25:18,8,1,0,1,0.178511,0.691995,11 Sara Liang,3,15 Layne Dodge,21 Linda Morse,08 Emma Soiles,NA,NA,NA
MKE @ PHL,Week 2,original stats,MKEPHL,2024-04-15 09:31:10,10,1,1,0,0.34771574,0.68761724,10 Andrea DeSabato,17,NA,NA,NA,22 Liz Hart,NA,NA
MKE @ PHL,Week 2,original stats,MKEPHL,2024-04-15 09:34:04,10,2,1,1,0.22419627,0.82020015,10 Andrea DeSabato,23,16 Grace Maroon,03 Rachel Alfano,16 Grace Maroon,NA,NA,NA
MKE @ PHL,Week 2,original stats,MKEPHL,2024-04-15 09:41:43,11,1,0,0,0.74365485,0.62132585,11 Sara Liang,6,NA,NA,NA,NA,21 Linda Morse,NA
MKE @ PHL,Week 2,original stats,MKEPHL,2024-04-15 09:48:11,12,1,0,1,0.8028765,0.663227,11 Sara Liang,9,00 Emilie Mohler,11 Sara Liang,08 Emma Soiles,NA,NA,NA
MKE @ PHL,Week 2,original stats,MKEPHL,2024-04-15 09:51:31,13,1,0,0,0.7707276,0.79768604,04 Raha Mozaffari,2,NA,NA,NA,36 Adilina Malave,NA,NA
MKE @ PHL,Week 2,original stats,MKEPHL,2024-04-15 09:55:30,13,2,0,1,0.679357,0.83083177,04 Raha Mozaffari,2,04 Raha Mozaffari,05 Lindsay McKenna,13 Kat Harper,NA,NA,NA
MKE @ PHL,Week 2,original stats,MKEPHL,2024-04-15 09:59:16,15,1,1,1,0.7554991,0.37554723,20 Danielle Walsh,3,16 Grace Maroon,20 Danielle Walsh,09 Sarah Hirannet,NA,NA,NA
MKE @ PHL,Week 2,original stats,MKEPHL,2024-04-15 10:01:05,16,1,0,1,0.19204737,0.37492183,04 Raha Mozaffari,1,NA,04 Raha Mozaffari,18 Sumi Onoe,NA,NA,NA
MKE @ PHL,Week 2,original stats,MKEPHL,2024-04-15 10:03:11,17,1,0,0,0.75888324,0.35178235,11 Sara Liang,4,NA,NA,NA,33 Jana Graham,NA,NA
MKE @ PHL,Week 2,original stats,MKEPHL,2024-04-15 10:04:36,17,2,0,0,0.1463621,0.4512195,04 Raha Mozaffari,1,NA,NA,NA,04 Raha Mozaffari,NA,NA
MKE @ PHL,Week 2,original stats,MKEPHL,2024-04-15 10:05:23,17,3,0,0,0.6404399,0.7157599,04 Raha Mozaffari,1,NA,NA,NA,NA,33 Jana Graham,NA
MKE @ PHL,Week 2,original stats,MKEPHL,2024-04-15 10:06:12,17,4,0,0,0.7791878,0.67510945,11 Sara Liang,3,NA,NA,NA,NA,01 Emily Shields,NA
MKE @ PHL,Week 2,original stats,MKEPHL,2024-04-15 10:07:08,17,5,0,0,0.02961083,0.6513446,04 Raha Mozaffari,2,NA,NA,NA,NA,25 Sabrina Bonaci,NA
MKE @ PHL,Week 2,original stats,MKEPHL,2024-04-15 10:25:46,17,6,0,0,0.79949236,0.64446527,11 Sara Liang,1,NA,NA,NA,11 Sara Liang,21 Linda Morse,NA
MKE @ PHL,Week 2,original stats,MKEPHL,2024-04-15 10:26:43,17,7,0,0,0.81641287,0.32739213,11 Sara Liang,1,NA,NA,NA,11 Sara Liang,NA,NA
MKE @ PHL,Week 2,original stats,MKEPHL,2024-04-15 10:27:33,17,8,0,0,0.5575296,0.67636025,11 Sara Liang,5,NA,NA,NA,21 Linda Morse,NA,NA
MKE @ PHL,Week 2,original stats,MKEPHL,2024-04-15 10:29:16,17,9,0,1,0.61675125,0.18230143,11 Sara Liang,1,NA,11 Sara Liang,21 Linda Morse,NA,NA,NA
MKE @ PHL,Week 2,original stats,MKEPHL,2024-04-15 10:32:19,18,1,0,0,0.21235195,0.6726079,17 Allie Milligan,1,NA,NA,NA,17 Allie Milligan,NA,NA
MKE @ PHL,Week 2,original stats,MKEPHL,2024-04-15 10:47:41,19,1,1,0,0.4424704,0.7057536,10 Andrea DeSabato,24,NA,NA,NA,NA,20 Danielle Walsh,NA
MKE @ PHL,Week 2,original stats,MKEPHL,2024-04-15 10:55:11,19,2,1,0,0.9348562,0.8239525,20 Danielle Walsh,16,NA,NA,NA,20 Danielle Walsh,NA,NA
MKE @ PHL,Week 2,original stats,MKEPHL,2024-04-15 10:57:51,19,3,1,0,0.5101523,0.677611,20 Danielle Walsh,7,NA,NA,NA,NA,20 Danielle Walsh,NA
MKE @ PHL,Week 2,original stats,MKEPHL,2024-04-15 10:59:45,19,4,1,0,0.21235195,0.81832397,20 Danielle Walsh,2,NA,NA,NA,NA,22 Liz Hart,NA
MKE @ PHL,Week 2,original stats,MKEPHL,2024-04-15 11:02:17,20,1,1,1,0.7385787,0.55128205,04 Raha Mozaffari,2,04 Raha Mozaffari,21 Linda Morse,15 Layne Dodge,NA,NA,NA
MKE @ PHL,Week 2,original stats,MKEPHL,2024-04-15 11:04:24,21,1,0,0,0.24450085,0.45059413,04 Raha Mozaffari,2,NA,NA,NA,00 Emilie Mohler,NA,NA
MKE @ PHL,Week 2,original stats,MKEPHL,2024-04-15 11:05:23,21,2,0,1,0.78087986,0.36053783,24 Casey Gorman,6,04 Raha Mozaffari,13 Kat Harper,24 Casey Gorman,NA,NA,NA
MKE @ PHL,Week 2,original stats,MKEPHL,2024-04-15 11:10:26,23,1,1,0,0.22927243,0.60631645,10 Andrea DeSabato,12,NA,NA,NA,23 Natalie Bova,NA,NA
MKE @ PHL,Week 2,original stats,MKEPHL,2024-04-15 11:12:01,23,2,1,0,0.18866329,0.82020015,20 Danielle Walsh,1,NA,NA,NA,20 Danielle Walsh,NA,NA
MKE @ PHL,Week 2,original stats,MKEPHL,2024-04-15 11:13:17,23,3,1,0,0.82656515,0.8214509,23 Natalie Bova,5,NA,NA,NA,10 Andrea DeSabato,NA,NA
MKE @ PHL,Week 2,original stats,MKEPHL,2024-04-15 11:14:00,23,4,1,0,0.6725888,0.8833646,23 Natalie Bova,3,NA,NA,NA,20 Danielle Walsh,NA,NA
