match,week,team,opponent,Created,Point,Our score at pull,Opponent's score at pull,Started on offense?,Scored?,Possessions,Passes,Turnovers,Thrower errors,Receiver errors,Defensive blocks,Opposition errors,Secondary assist,Assist,Goal
INDY @ ATX,Week 3,INDY,ATX,4/20/25 9:59,2,1,0,0,1,2,7,1,1,0,1,1,06 Risa Umeno,82 Riley Dickson,33 Jalyn Baumgartner
INDY @ ATX,Week 3,INDY,ATX,4/20/25 10:04,3,2,0,0,0,6,18,6,5,1,0,6,NA,NA,NA
INDY @ ATX,Week 3,INDY,ATX,4/20/25 10:27,4,2,1,1,1,1,2,0,0,0,0,0,09 Corinn Rains,11 Tracey Lo,02 Maketa Mattimore
INDY @ ATX,Week 3,INDY,ATX,4/20/25 10:28,5,3,1,0,0,2,5,2,2,0,1,1,NA,NA,NA
INDY @ ATX,Week 3,INDY,ATX,4/20/25 10:33,6,3,2,0,0,0,0,0,0,0,0,0,NA,NA,NA
INDY @ ATX,Week 3,INDY,ATX,4/20/25 10:36,7,3,3,1,1,1,3,0,0,0,0,0,77 Katrina McGuire,32 Shani Rosenthal,77 Katrina McGuire
INDY @ ATX,Week 3,INDY,ATX,4/20/25 10:38,8,4,3,0,0,2,6,2,2,0,0,2,NA,NA,NA
INDY @ ATX,Week 3,INDY,ATX,4/20/25 10:42,9,4,4,1,1,3,4,2,2,0,1,1,27 Eliza Hutchins,18 Laura Grencser,77 Katrina McGuire
INDY @ ATX,Week 3,INDY,ATX,4/20/25 10:45,10,5,4,0,0,0,0,0,0,0,0,0,NA,NA,NA
INDY @ ATX,Week 3,INDY,ATX,4/20/25 10:46,11,5,5,1,1,1,2,0,0,0,0,0,11 Tracey Lo,77 Katrina McGuire,11 Tracey Lo
INDY @ ATX,Week 3,INDY,ATX,4/20/25 10:47,12,6,5,0,0,3,20,3,2,1,1,2,NA,NA,NA
INDY @ ATX,Week 3,INDY,ATX,4/20/25 11:37,13,6,6,1,0,1,3,1,1,0,0,0,NA,NA,NA
INDY @ ATX,Week 3,INDY,ATX,4/20/25 11:38,14,6,7,1,1,1,4,0,0,0,0,0,04 Rachel Mast,02 Maketa Mattimore,77 Katrina McGuire
INDY @ ATX,Week 3,INDY,ATX,4/20/25 15:26,15,7,7,0,0,0,0,0,0,0,0,0,NA,NA,NA
INDY @ ATX,Week 3,INDY,ATX,4/20/25 15:27,16,7,8,1,1,2,4,1,1,0,1,0,11 Tracey Lo,18 Laura Grencser,15 Sydney Loughran
INDY @ ATX,Week 3,INDY,ATX,4/20/25 15:29,17,8,8,0,0,0,0,0,0,0,0,0,NA,NA,NA
INDY @ ATX,Week 3,INDY,ATX,4/20/25 15:29,18,8,9,1,1,2,2,1,1,0,0,1,NA,11 Tracey Lo,18 Laura Grencser
INDY @ ATX,Week 3,INDY,ATX,4/20/25 15:31,19,9,9,0,1,1,11,0,0,0,1,0,04 Rachel Mast,18 Laura Grencser,02 Maketa Mattimore
INDY @ ATX,Week 3,INDY,ATX,4/20/25 15:39,20,10,9,0,1,1,2,0,0,0,0,1,06 Risa Umeno,16 Riely Kuznicki,07 Annie Melink
INDY @ ATX,Week 3,INDY,ATX,4/20/25 15:41,21,11,9,0,0,2,3,2,2,0,1,1,NA,NA,NA
INDY @ ATX,Week 3,INDY,ATX,4/20/25 15:44,22,11,10,1,0,3,10,3,3,0,1,1,NA,NA,NA
INDY @ ATX,Week 3,INDY,ATX,4/20/25 15:49,23,11,11,0,0,1,1,1,1,0,0,1,NA,NA,NA
INDY @ ATX,Week 3,INDY,ATX,4/20/25 15:54,24,11,12,1,0,1,3,1,1,0,0,0,NA,NA,NA
INDY @ ATX,Week 3,INDY,ATX,4/20/25 16:00,25,11,13,1,1,1,2,0,0,0,0,0,11 Tracey Lo,02 Maketa Mattimore,04 Rachel Mast
INDY @ ATX,Week 3,INDY,ATX,4/20/25 16:01,26,12,13,0,0,1,5,1,1,0,1,0,NA,NA,NA
INDY @ ATX,Week 3,INDY,ATX,4/20/25 16:09,27,12,14,1,1,1,5,0,0,0,0,0,32 Shani Rosenthal,18 Laura Grencser,02 Maketa Mattimore
INDY @ ATX,Week 3,INDY,ATX,4/20/25 16:12,28,13,14,0,0,1,2,1,0,1,0,1,NA,NA,NA
INDY @ ATX,Week 3,INDY,ATX,4/20/25 16:17,29,13,15,1,1,3,7,2,1,1,2,0,02 Maketa Mattimore,77 Katrina McGuire,11 Tracey Lo
INDY @ ATX,Week 3,INDY,ATX,4/20/25 16:23,30,14,15,0,0,0,0,0,0,0,0,0,NA,NA,NA
INDY @ ATX,Week 3,INDY,ATX,4/20/25 16:24,31,14,16,1,1,2,8,1,1,0,0,1,27 Eliza Hutchins,11 Tracey Lo,27 Eliza Hutchins
INDY @ ATX,Week 3,INDY,ATX,4/20/25 17:57,32,15,16,0,0,1,6,1,0,1,1,0,NA,NA,NA
INDY @ ATX,Week 3,INDY,ATX,4/20/25 18:00,33,15,17,1,0,0,0,0,0,0,0,0,NA,NA,NA
RAL @ NY,Week 4,NY,RAL,2025-04-29 18:19:30,1,0,0,1,1,3,52,2,2,0,0,2,24 Jolie Krebs,31 Eli Presberg,00 Genny De Jesus
RAL @ NY,Week 4,NY,RAL,2025-04-29 18:25:59,2,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
RAL @ NY,Week 4,NY,RAL,2025-04-29 18:27:48,3,1,1,1,1,1,6,0,0,0,0,0,24 Jolie Krebs,00 Genny De Jesus,10 Ella Juengst
RAL @ NY,Week 4,NY,RAL,2025-04-29 18:31:48,4,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA
RAL @ NY,Week 4,NY,RAL,2025-04-29 18:33:25,5,2,2,1,0,1,3,1,1,0,0,0,NA,NA,NA
RAL @ NY,Week 4,NY,RAL,2025-04-29 18:35:24,6,2,3,1,1,1,13,0,0,0,0,0,35 Grace Conerly,31 Eli Presberg,10 Ella Juengst
RAL @ NY,Week 4,NY,RAL,2025-04-29 18:38:41,7,3,3,0,0,1,1,1,1,0,1,0,NA,NA,NA
RAL @ NY,Week 4,NY,RAL,2025-04-29 18:43:01,8,3,4,1,0,1,15,1,1,0,0,0,NA,NA,NA
RAL @ NY,Week 4,NY,RAL,2025-04-29 18:45:27,9,3,5,0,1,1,5,0,0,0,1,0,12 Casey Banta-Ryan,07 Abby Hecko,09 Cassie Brown
RAL @ NY,Week 4,NY,RAL,2025-04-29 18:50:22,10,4,5,0,0,0,0,0,0,0,0,0,NA,NA,NA
RAL @ NY,Week 4,NY,RAL,2025-04-29 18:52:35,11,4,6,1,1,2,11,1,1,0,1,0,04 Marié Weverka,24 Jolie Krebs,10 Ella Juengst
RAL @ NY,Week 4,NY,RAL,2025-04-29 18:57:02,12,5,6,0,0,1,4,1,1,0,1,0,NA,NA,NA
RAL @ NY,Week 4,NY,RAL,2025-04-29 18:59:41,13,5,7,1,1,2,14,1,1,0,0,1,31 Eli Presberg,07 Abby Hecko,24 Jolie Krebs
RAL @ NY,Week 4,NY,RAL,2025-04-29 19:03:46,14,6,7,0,0,0,0,0,0,0,0,0,NA,NA,NA
RAL @ NY,Week 4,NY,RAL,2025-04-29 19:07:19,15,6,8,1,1,2,9,1,1,0,0,1,NA,07 Abby Hecko,31 Eli Presberg
RAL @ NY,Week 4,NY,RAL,2025-04-29 19:24:13,16,7,8,0,0,1,1,1,1,0,0,1,NA,NA,NA
RAL @ NY,Week 4,NY,RAL,2025-04-29 19:26:55,17,7,9,1,1,1,13,0,0,0,0,0,24 Jolie Krebs,31 Eli Presberg,66 Janine Hlavaty
RAL @ NY,Week 4,NY,RAL,2025-04-29 19:30:44,18,8,9,0,1,1,13,0,0,0,0,1,10 Ella Juengst,03 Liv Player,31 Eli Presberg
RAL @ NY,Week 4,NY,RAL,2025-04-29 19:34:37,19,9,9,1,0,3,13,3,1,2,0,2,NA,NA,NA
RAL @ NY,Week 4,NY,RAL,2025-04-29 19:41:43,20,9,10,1,1,2,15,1,1,0,0,1,66 Janine Hlavaty,24 Jolie Krebs,00 Genny De Jesus
RAL @ NY,Week 4,NY,RAL,2025-04-29 19:46:43,21,10,10,0,0,0,0,0,0,0,0,0,NA,NA,NA
RAL @ NY,Week 4,NY,RAL,2025-04-29 19:49:42,22,10,11,1,1,1,11,0,0,0,0,0,00 Genny De Jesus,24 Jolie Krebs,10 Ella Juengst
RAL @ NY,Week 4,NY,RAL,2025-04-29 19:53:10,23,11,11,0,0,0,0,0,0,0,0,0,NA,NA,NA
RAL @ NY,Week 4,NY,RAL,2025-04-29 19:54:42,24,11,12,1,1,1,11,0,0,0,0,0,10 Ella Juengst,04 Marié Weverka,00 Genny De Jesus
RAL @ NY,Week 4,NY,RAL,2025-04-29 19:57:14,25,12,12,0,0,0,0,0,0,0,0,0,NA,NA,NA
RAL @ NY,Week 4,NY,RAL,2025-04-29 19:59:51,26,12,13,1,1,3,15,2,1,1,2,0,24 Jolie Krebs,35 Grace Conerly,00 Genny De Jesus
RAL @ NY,Week 4,NY,RAL,2025-04-29 20:05:31,27,13,13,0,0,1,16,1,0,1,0,1,NA,NA,NA
RAL @ NY,Week 4,NY,RAL,2025-04-29 20:10:42,28,13,14,0,0,0,0,0,0,0,0,0,NA,NA,NA
RAL @ NY,Week 4,NY,RAL,2025-04-29 20:12:36,29,13,15,1,1,1,10,0,0,0,0,0,10 Ella Juengst,24 Jolie Krebs,10 Ella Juengst
RAL @ NY,Week 4,NY,RAL,2025-04-29 20:15:25,30,14,15,0,0,0,0,0,0,0,0,0,NA,NA,NA
RAL @ NY,Week 4,NY,RAL,2025-04-29 20:17:05,31,14,16,1,1,1,6,0,0,0,0,0,00 Genny De Jesus,31 Eli Presberg,24 Jolie Krebs
RAL @ NY,Week 4,NY,RAL,2025-04-29 20:20:21,32,15,16,0,0,1,1,1,1,0,0,1,NA,NA,NA
RAL @ NY,Week 4,NY,RAL,2025-04-29 20:22:40,33,15,17,1,1,2,9,1,1,0,1,0,24 Jolie Krebs,03 Liv Player,00 Genny De Jesus
RAL @ NY,Week 4,NY,RAL,2025-04-29 20:26:49,34,16,17,0,1,1,29,0,0,0,0,1,07 Abby Hecko,00 Genny De Jesus,10 Ella Juengst
RAL @ NY,Week 4,NY,RAL,2025-04-29 20:31:45,35,17,17,0,0,0,0,0,0,0,0,0,NA,NA,NA
RAL @ NY,Week 4,NY,RAL,2025-04-29 20:34:37,36,17,18,1,0,1,7,1,1,0,0,0,NA,NA,NA
RAL @ NY,Week 4,NY,RAL,2025-04-29 20:38:03,37,17,19,1,0,0,0,0,0,0,0,0,NA,NA,NA
RAL @ NY,Week 4,RAL,NY,4/28/25 12:14,1,0,0,0,0,2,7,2,0,2,2,0,NA,NA,NA
RAL @ NY,Week 4,RAL,NY,4/28/25 12:26,2,0,1,1,1,1,15,0,0,0,0,0,06 Jenny Wei,59 Audrey Lyman,34 Alex Barnett
RAL @ NY,Week 4,RAL,NY,4/28/25 12:31,3,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA
RAL @ NY,Week 4,RAL,NY,4/28/25 12:33,4,1,2,1,1,1,4,0,0,0,0,0,02 Claire Bidigare-Curtis,06 Jenny Wei,88 Maddie Pletzke
RAL @ NY,Week 4,RAL,NY,4/28/25 12:35,5,2,2,0,1,1,2,0,0,0,1,0,09 Jinny Riedel,15 Carmen Tormey,25 Meg Manning
RAL @ NY,Week 4,RAL,NY,4/28/25 12:38,6,3,2,0,0,0,0,0,0,0,0,0,NA,NA,NA
RAL @ NY,Week 4,RAL,NY,4/28/25 12:40,7,3,3,1,1,2,14,1,1,0,0,1,45 Caitlin Gross,59 Audrey Lyman,45 Caitlin Gross
RAL @ NY,Week 4,RAL,NY,4/28/25 12:46,8,4,3,0,0,1,1,0,0,0,1,0,NA,NA,NA
RAL @ NY,Week 4,RAL,NY,4/28/25 12:50,9,4,3,1,0,1,3,1,0,1,0,0,NA,NA,NA
RAL @ NY,Week 4,RAL,NY,4/28/25 12:56,10,5,4,1,1,1,1,0,0,0,0,0,NA,34 Alex Barnett,21 Julia Hoffmann
RAL @ NY,Week 4,RAL,NY,4/28/25 14:15,11,6,4,0,0,1,5,1,1,0,0,1,NA,NA,NA
RAL @ NY,Week 4,RAL,NY,4/28/25 14:17,12,6,5,1,1,2,13,1,1,0,1,0,59 Audrey Lyman,34 Alex Barnett,06 Jenny Wei
RAL @ NY,Week 4,RAL,NY,4/28/25 14:22,13,7,5,0,0,1,3,1,0,1,0,1,NA,NA,NA
RAL @ NY,Week 4,RAL,NY,4/28/25 14:24,14,7,6,1,1,1,12,0,0,0,0,0,34 Alex Barnett,59 Audrey Lyman,02 Claire Bidigare-Curtis
RAL @ NY,Week 4,RAL,NY,4/28/25 14:27,15,8,6,0,0,1,1,1,1,0,1,0,NA,NA,NA
RAL @ NY,Week 4,RAL,NY,4/29/25 12:12,16,8,7,1,1,2,15,1,1,0,0,1,34 Alex Barnett,45 Caitlin Gross,59 Audrey Lyman
RAL @ NY,Week 4,RAL,NY,4/29/25 12:18,17,9,7,0,0,0,0,0,0,0,0,0,NA,NA,NA
RAL @ NY,Week 4,RAL,NY,4/29/25 12:21,18,9,8,1,0,1,7,1,0,1,0,0,NA,NA,NA
RAL @ NY,Week 4,RAL,NY,4/29/25 12:33,19,9,9,0,1,3,12,2,2,0,1,2,34 Alex Barnett,06 Jenny Wei,59 Audrey Lyman
RAL @ NY,Week 4,RAL,NY,4/29/25 12:42,20,10,9,0,0,1,2,1,1,0,0,1,NA,NA,NA
RAL @ NY,Week 4,RAL,NY,4/29/25 12:44,21,10,10,1,1,1,8,0,0,0,0,0,02 Claire Bidigare-Curtis,06 Jenny Wei,34 Alex Barnett
RAL @ NY,Week 4,RAL,NY,4/29/25 12:48,22,11,10,0,0,0,0,0,0,0,0,0,NA,NA,NA
RAL @ NY,Week 4,RAL,NY,4/29/25 12:49,23,11,11,1,1,1,4,0,0,0,0,0,59 Audrey Lyman,02 Claire Bidigare-Curtis,06 Jenny Wei
RAL @ NY,Week 4,RAL,NY,4/29/25 12:51,24,12,11,0,0,0,0,0,0,0,0,0,NA,NA,NA
RAL @ NY,Week 4,RAL,NY,4/29/25 18:15,25,12,12,1,1,1,9,0,0,0,0,0,59 Audrey Lyman,06 Jenny Wei,88 Maddie Pletzke
RAL @ NY,Week 4,RAL,NY,4/29/25 18:19,26,13,12,0,0,2,2,2,1,1,1,1,NA,NA,NA
RAL @ NY,Week 4,RAL,NY,4/29/25 18:23,27,13,13,1,0,1,1,1,1,0,0,0,NA,NA,NA
RAL @ NY,Week 4,RAL,NY,4/29/25 18:25,28,13,14,1,1,1,9,0,0,0,0,0,59 Audrey Lyman,45 Caitlin Gross,34 Alex Barnett
RAL @ NY,Week 4,RAL,NY,4/29/25 18:29,29,14,14,0,0,0,0,0,0,0,0,0,NA,NA,NA
RAL @ NY,Week 4,RAL,NY,4/30/25 12:54,30,14,15,1,1,1,7,0,0,0,0,0,06 Jenny Wei,34 Alex Barnett,02 Claire Bidigare-Curtis
RAL @ NY,Week 4,RAL,NY,4/30/25 12:57,31,15,15,0,0,0,0,0,0,0,0,0,NA,NA,NA
RAL @ NY,Week 4,RAL,NY,4/30/25 12:59,32,15,16,1,1,2,13,1,0,1,0,1,45 Caitlin Gross,34 Alex Barnett,06 Jenny Wei
RAL @ NY,Week 4,RAL,NY,4/30/25 13:04,33,16,16,0,0,1,4,1,1,0,1,0,NA,NA,NA
RAL @ NY,Week 4,RAL,NY,4/30/25 13:07,34,16,17,1,0,1,5,1,1,0,0,0,NA,NA,NA
RAL @ NY,Week 4,RAL,NY,4/30/25 13:12,35,16,18,1,1,1,18,0,0,0,0,0,88 Maddie Pletzke,02 Claire Bidigare-Curtis,21 Julia Hoffmann
RAL @ NY,Week 4,RAL,NY,4/30/25 13:17,36,17,18,0,0,1,11,1,1,0,0,1,NA,NA,NA
DC @ LA,Week 5,DC,LA,5/5/25 20:25,1,0,0,1,1,1,10,0,0,0,0,0,10 Sydney Rehder,13 Tyler Smith,04 Ellen Mueller
DC @ LA,Week 5,DC,LA,5/5/25 20:35,2,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
DC @ LA,Week 5,DC,LA,5/5/25 20:41,3,1,1,1,1,2,10,1,1,0,1,0,12 Clare Frantz,17 Maggie Pendleton,03 Sami Smalling
DC @ LA,Week 5,DC,LA,5/5/25 21:18,4,2,1,0,1,2,7,1,0,1,0,2,42 Lisi Lohre,01 Ashleigh Jentilet,66 Jackie Wang
DC @ LA,Week 5,DC,LA,5/5/25 21:21,5,3,1,0,0,0,0,0,0,0,0,0,NA,NA,NA
DC @ LA,Week 5,DC,LA,5/5/25 21:23,6,3,2,1,1,1,7,0,0,0,0,0,01 Ashleigh Jentilet,66 Jackie Wang,33 Amanda Murphy
DC @ LA,Week 5,DC,LA,5/5/25 21:26,7,4,2,0,1,2,8,1,1,0,1,1,17 Maggie Pendleton,12 Clare Frantz,13 Tyler Smith
DC @ LA,Week 5,DC,LA,5/5/25 21:29,8,5,2,0,0,2,2,2,2,0,0,2,NA,NA,NA
DC @ LA,Week 5,DC,LA,5/5/25 21:33,9,5,3,1,1,1,16,0,0,0,0,0,15 Julia Harris,03 Sami Smalling,12 Clare Frantz
DC @ LA,Week 5,DC,LA,5/5/25 21:35,10,6,3,0,0,1,2,1,1,0,0,1,NA,NA,NA
DC @ LA,Week 5,DC,LA,5/5/25 21:39,11,6,4,1,1,1,11,0,0,0,0,0,12 Clare Frantz,13 Tyler Smith,03 Sami Smalling
DC @ LA,Week 5,DC,LA,5/5/25 21:46,12,7,4,0,1,2,8,1,1,1,2,0,09 Annelise Peters,66 Jackie Wang,11 Tayara Romero
DC @ LA,Week 5,DC,LA,5/5/25 21:51,13,8,4,0,0,1,4,1,1,0,0,1,NA,NA,NA
DC @ LA,Week 5,DC,LA,5/5/25 21:53,14,8,5,1,1,2,4,1,1,0,0,1,27 Jess Sourbeer,09 Annelise Peters,42 Lisi Lohre
DC @ LA,Week 5,DC,LA,5/5/25 21:56,15,9,5,1,1,5,12,4,4,0,3,2,33 Amanda Murphy,09 Annelise Peters,27 Jess Sourbeer
DC @ LA,Week 5,DC,LA,5/5/25 22:04,16,10,5,0,1,1,6,0,0,0,0,1,04 Ellen Mueller,13 Tyler Smith,01 Ashleigh Jentilet
DC @ LA,Week 5,DC,LA,5/5/25 22:10,17,11,5,1,0,1,8,1,1,0,0,0,NA,NA,NA
DC @ LA,Week 5,DC,LA,5/5/25 22:12,18,11,6,0,1,3,18,2,1,1,1,1,27 Jess Sourbeer,33 Amanda Murphy,27 Jess Sourbeer
DC @ LA,Week 5,DC,LA,5/5/25 22:18,19,12,6,0,0,0,0,0,0,0,0,0,NA,NA,NA
DC @ LA,Week 5,DC,LA,5/5/25 22:19,20,12,7,1,1,2,4,1,1,0,1,0,NA,66 Jackie Wang,42 Lisi Lohre
DC @ LA,Week 5,DC,LA,5/5/25 23:18,21,13,7,0,0,0,0,0,0,0,0,0,NA,NA,NA
DC @ LA,Week 5,DC,LA,5/5/25 23:19,22,13,8,1,1,1,2,0,0,0,0,0,27 Jess Sourbeer,66 Jackie Wang,01 Ashleigh Jentilet
DC @ LA,Week 5,DC,LA,5/5/25 23:21,23,14,8,0,1,2,16,1,0,1,1,1,03 Sami Smalling,13 Tyler Smith,03 Sami Smalling
DC @ LA,Week 5,DC,LA,5/5/25 23:27,24,15,8,0,1,1,2,0,0,0,0,1,09 Annelise Peters,66 Jackie Wang,33 Amanda Murphy
DC @ LA,Week 5,DC,LA,5/5/25 23:29,25,16,8,0,0,1,1,1,1,0,0,1,NA,NA,NA
DC @ LA,Week 5,DC,LA,5/5/25 23:31,26,16,9,1,1,2,8,1,0,1,1,0,09 Annelise Peters,27 Jess Sourbeer,01 Ashleigh Jentilet
DC @ LA,Week 5,DC,LA,5/5/25 23:35,27,17,9,0,0,0,0,0,0,0,0,0,NA,NA,NA
DC @ LA,Week 5,DC,LA,5/5/25 23:36,28,17,10,1,1,5,6,4,4,0,3,1,NA,27 Jess Sourbeer,66 Jackie Wang
DC @ LA,Week 5,DC,LA,5/5/25 23:42,29,18,10,0,0,2,4,2,1,1,0,2,NA,NA,NA
DC @ LA,Week 5,DC,LA,5/5/25 23:44,30,18,11,1,1,1,4,0,0,0,0,0,21 Jess Oh,15 Julia Harris,12 Clare Frantz
DC @ LA,Week 5,DC,LA,5/5/25 23:46,31,19,11,0,1,1,4,0,0,0,0,1,33 Amanda Murphy,27 Jess Sourbeer,81 Sumi Onoe
DC @ LA,Week 5,DC,LA,5/5/25 23:48,32,20,11,0,0,0,0,0,0,0,0,0,NA,NA,NA
DC @ LA,Week 5,DC,LA,5/5/25 23:49,33,20,12,1,1,2,6,1,0,1,0,1,11 Tayara Romero,33 Amanda Murphy,11 Tayara Romero
DC @ LA,Week 5,DC,LA,5/5/25 23:52,34,21,12,0,0,0,0,0,0,0,0,0,NA,NA,NA
DC @ LA,Week 5,DC,LA,5/5/25 23:54,35,21,13,1,0,1,12,1,0,1,0,1,NA,NA,NA
NASH @ ATX,Week 5,NASH,ATX,5/4/25 15:28,1,0,0,0,0,1,5,1,1,0,1,0,NA,NA,NA
NASH @ ATX,Week 5,NASH,ATX,5/4/25 15:41,2,0,1,1,1,4,30,3,3,0,1,2,08 Grace Robinson,03 Sara Mog,16 Emily Branson
NASH @ ATX,Week 5,NASH,ATX,5/4/25 16:02,3,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA
NASH @ ATX,Week 5,NASH,ATX,5/4/25 16:04,4,1,2,1,0,2,8,2,2,0,0,1,NA,NA,NA
NASH @ ATX,Week 5,NASH,ATX,5/4/25 16:10,5,1,3,1,0,5,33,5,5,0,1,3,NA,NA,NA
NASH @ ATX,Week 5,NASH,ATX,5/4/25 16:26,6,1,4,1,0,9,48,9,8,1,5,3,NA,NA,NA
NASH @ ATX,Week 5,NASH,ATX,5/4/25 16:47,7,1,5,1,0,2,46,2,2,0,0,1,NA,NA,NA
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:13,8,1,6,1,0,3,22,3,2,1,1,1,NA,NA,NA
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:20,9,1,7,1,1,3,17,2,2,0,1,1,22 Becca Henley,08 Grace Robinson,16 Emily Branson
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:25,10,2,7,0,1,7,27,6,6,0,4,3,22 Becca Henley,27 Katharine Gilbert,91 Savannah Sillivant
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:37,11,3,7,0,0,4,13,4,4,0,1,3,NA,NA,NA
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:45,12,3,8,1,0,2,9,2,2,0,0,1,NA,NA,NA
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:48,13,3,9,1,0,1,4,1,1,0,0,0,NA,NA,NA
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:50,14,3,10,1,1,1,15,0,0,0,0,0,80 Kelsea LeBeau,03 Sara Mog,16 Emily Branson
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:54,15,4,10,0,0,0,0,0,0,0,0,0,NA,NA,NA
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:55,16,4,11,1,0,2,6,2,0,2,1,0,NA,NA,NA
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:58,17,4,12,1,0,1,1,1,1,0,0,0,NA,NA,NA
NY @ MINN,Week 5,MINN,NY,5/3/25 20:12,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
NY @ MINN,Week 5,MINN,NY,5/3/25 20:13,2,0,1,1,1,1,2,0,0,0,0,0,03 Makella Daley,07 Danielle Byers,02 Steph Wood
NY @ MINN,Week 5,MINN,NY,5/3/25 20:14,3,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA
NY @ MINN,Week 5,MINN,NY,5/3/25 20:18,4,1,2,1,0,1,6,1,1,0,0,0,NA,NA,NA
NY @ MINN,Week 5,MINN,NY,5/3/25 20:21,5,1,3,1,0,1,1,1,1,0,0,0,NA,NA,NA
NY @ MINN,Week 5,MINN,NY,5/3/25 20:23,6,1,4,1,0,1,2,1,1,0,0,0,NA,NA,NA
NY @ MINN,Week 5,MINN,NY,5/3/25 20:28,7,1,5,1,1,1,6,0,0,0,0,0,03 Makella Daley,20 Aria Kischner,53 Emma Piorier
NY @ MINN,Week 5,MINN,NY,5/3/25 20:29,8,2,5,0,0,1,2,1,1,0,0,1,NA,NA,NA
NY @ MINN,Week 5,MINN,NY,5/3/25 20:32,9,2,6,1,1,1,4,0,0,0,0,0,24 Allegra Johnson McKee,44 Sarah Meckstroth,02 Steph Wood
NY @ MINN,Week 5,MINN,NY,5/3/25 20:33,10,3,6,0,0,0,0,0,0,0,0,0,NA,NA,NA
NY @ MINN,Week 5,MINN,NY,5/3/25 20:35,11,3,7,1,1,1,9,0,0,0,0,0,04 Erica Baken,44 Sarah Meckstroth,20 Aria Kischner
NY @ MINN,Week 5,MINN,NY,5/3/25 20:37,12,4,7,0,0,0,0,0,0,0,0,0,NA,NA,NA
NY @ MINN,Week 5,MINN,NY,5/3/25 20:38,13,4,8,1,0,1,16,1,1,0,0,0,NA,NA,NA
NY @ MINN,Week 5,MINN,NY,5/3/25 20:41,14,4,9,1,0,1,2,1,1,0,0,0,NA,NA,NA
NY @ MINN,Week 5,MINN,NY,5/3/25 20:43,15,4,10,1,0,1,5,1,1,0,0,0,NA,NA,NA
NY @ MINN,Week 5,MINN,NY,5/3/25 20:46,16,4,11,1,0,2,8,2,2,0,1,0,NA,NA,NA
NY @ MINN,Week 5,MINN,NY,5/3/25 20:51,17,4,12,1,0,1,7,1,1,0,0,0,NA,NA,NA
NY @ MINN,Week 5,MINN,NY,5/3/25 20:52,18,4,13,1,0,2,7,2,2,0,1,0,NA,NA,NA
NY @ MINN,Week 5,MINN,NY,5/3/25 20:55,19,4,14,0,0,2,4,2,1,1,1,1,NA,NA,NA
NY @ MINN,Week 5,MINN,NY,5/3/25 20:58,20,4,15,1,1,1,3,0,0,0,0,0,03 Makella Daley,07 Danielle Byers,53 Emma Piorier
NY @ MINN,Week 5,MINN,NY,5/3/25 20:59,21,5,15,0,0,0,0,0,0,0,0,0,NA,NA,NA
NY @ MINN,Week 5,MINN,NY,5/3/25 21:00,22,5,16,1,0,2,9,2,2,0,1,0,NA,NA,NA
NY @ MINN,Week 5,MINN,NY,5/3/25 21:03,23,5,17,1,0,1,2,1,1,0,0,0,NA,NA,NA
NY @ MINN,Week 5,MINN,NY,5/3/25 21:04,24,5,18,1,1,1,8,0,0,0,0,0,30 Louise Beck,04 Erica Baken,02 Steph Wood
NY @ MINN,Week 5,MINN,NY,5/3/25 21:05,25,6,18,0,0,3,12,3,3,1,0,3,NA,NA,NA
NY @ MINN,Week 5,MINN,NY,5/3/25 21:10,26,6,19,1,1,1,17,0,0,0,0,0,07 Danielle Byers,02 Steph Wood,30 Louise Beck
NY @ MINN,Week 5,MINN,NY,5/3/25 21:13,27,7,19,0,0,0,0,0,0,0,0,0,NA,NA,NA
NY @ MINN,Week 5,MINN,NY,5/3/25 21:14,28,7,20,1,1,1,10,0,0,0,0,0,53 Emma Piorier,24 Allegra Johnson McKee,53 Emma Piorier
NY @ MINN,Week 5,MINN,NY,5/3/25 21:15,29,8,20,0,0,1,1,1,1,0,1,0,NA,NA,NA
NY @ MINN,Week 5,MINN,NY,5/3/25 21:17,30,8,21,1,0,1,8,1,1,1,0,0,NA,NA,NA
NY @ MINN,Week 5,MINN,NY,5/3/25 21:18,31,8,22,1,1,1,8,0,0,0,0,0,20 Aria Kischner,21 Sarah Mondschein,77 Anik Regan
NY @ MINN,Week 5,MINN,NY,5/3/25 21:20,32,9,22,0,0,0,0,0,0,0,0,0,NA,NA,NA
