match,week,team,opponent,Created,Point,Possession,Started point on offense?,Scored?,Start X (0 -> 1 = left sideline -> right sideline),Start Y (0 -> 1 = back of opponent endzone -> back of own endzone),Initiator,Passes,Secondary assist,Assist,Goal,Thrower error,Receiver error,Stalled out
RAL @ LA,Week 1,RAL,LA,2025-04-06 14:13:19,14,2,1,1,0.42686358,0.26485303,59 Audrey Lyman,2,59 Audrey Lyman,06 Jenny Wei,21 Julia Hoffmann,NA,NA,NA
RAL @ LA,Week 1,RAL,LA,2025-04-06 14:15:30,15,1,0,0,0.14556962,0.74515325,43 Claire Hackl,2,NA,NA,NA,NA,24 Hannah Boettcher,NA
RAL @ LA,Week 1,RAL,LA,2025-04-06 14:17:22,15,2,0,1,0.22573839,0.800813,59 Audrey Lyman,16,02 Claire Bidigare-Curtis,06 Jenny Wei,02 Claire Bidigare-Curtis,NA,NA,NA
RAL @ LA,Week 1,RAL,LA,2025-04-06 18:44:35,16,1,1,0,0.07805907,0.5156348,59 Audrey Lyman,2,NA,NA,NA,21 Julia Hoffmann,NA,NA
RAL @ LA,Week 1,RAL,LA,2025-04-06 18:46:10,16,2,1,0,0.023206752,0.69011885,59 Audrey Lyman,2,NA,NA,NA,45 Caitlin Gross,NA,NA
RAL @ LA,Week 1,RAL,LA,2025-04-06 18:47:31,16,3,1,1,0.47327706,0.8345841,59 Audrey Lyman,6,45 Caitlin Gross,15 Carmen Tormey,88 Maddie Pletzke,NA,NA,NA
RAL @ LA,Week 1,RAL,LA,2025-04-06 18:51:22,17,1,0,0,0.36216596,0.8083177,48 Natalie Baumgarten,2,NA,NA,NA,09 Jinny Riedel,NA,NA
RAL @ LA,Week 1,RAL,LA,2025-04-06 18:52:31,17,2,0,0,0.21870604,0.5700438,43 Claire Hackl,3,NA,NA,NA,18 Sarah McKee,NA,NA
RAL @ LA,Week 1,RAL,LA,2025-04-06 18:55:12,17,3,0,0,0.28762308,0.8333333,09 Jinny Riedel,7,NA,NA,NA,NA,06 Jenny Wei,NA
RAL @ LA,Week 1,RAL,LA,2025-04-06 19:00:06,17,4,0,1,0.47046414,0.8089431,59 Audrey Lyman,5,88 Maddie Pletzke,21 Julia Hoffmann,15 Carmen Tormey,NA,NA,NA
RAL @ LA,Week 1,RAL,LA,2025-04-06 19:04:39,19,1,1,0,0.98241913,0.44121325,59 Audrey Lyman,7,NA,NA,NA,59 Audrey Lyman,NA,NA
RAL @ LA,Week 1,RAL,LA,2025-04-06 19:07:40,19,2,1,1,0.73769337,0.3217636,59 Audrey Lyman,4,06 Jenny Wei,88 Maddie Pletzke,21 Julia Hoffmann,NA,NA,NA
RAL @ LA,Week 1,RAL,LA,2025-04-06 19:10:38,20,1,0,1,0.9922644,0.80519074,09 Jinny Riedel,3,48 Natalie Baumgarten,24 Hannah Boettcher,43 Claire Hackl,NA,NA,NA
RAL @ LA,Week 1,RAL,LA,2025-04-06 19:14:23,22,1,1,0,0.056962024,0.5625391,59 Audrey Lyman,3,NA,NA,NA,88 Maddie Pletzke,NA,NA
RAL @ LA,Week 1,RAL,LA,2025-04-06 19:19:43,23,1,1,1,0.98523206,0.5331457,59 Audrey Lyman,3,15 Carmen Tormey,06 Jenny Wei,NA,NA,NA,NA
