Created,Point,Player,In own endzone?,In opponent's endzone?,Stall out?,Callahan?,Location X (0 -> 1 = left sideline -> right sideline),Location Y (0 -> 1 = back of opponent endzone -> back of own endzone)
2024-04-30 20:47:58,3,03 Liv Player,0,0,0,0,0.22361107,0.6308642
2024-04-30 20:54:57,5,30 Jean Huang,0,0,0,0,0.24166666,0.46604937
2024-04-30 21:04:04,9,06 Rowse,0,0,0,0,0.68888885,0.79999995
2024-04-30 21:06:25,9,06 Rowse,0,0,0,0,0.22361107,0.4530864
2024-04-30 21:07:52,9,06 Rowse,0,0,0,0,0.1,0.3339506
2024-04-30 21:12:29,11,52 Caitlin Connell,0,0,0,0,0.13055554,0.6006173
2024-04-30 21:15:07,11,06 Rowse,0,0,0,0,0.7888889,0.42777777
2024-04-30 21:18:38,13,23 Colette Pellegrini,0,0,0,0,0.72361106,0.5845679
2024-04-30 21:22:22,14,03 Liv Player,1,0,0,0,0.51944447,0.8728395
2024-04-30 21:32:29,17,16 Erin Rea,0,0,0,0,0.36388886,0.60246915
2024-04-30 21:33:48,17,36 Jaelee Cruz,0,0,0,0,0.47638887,0.6993827
2024-04-30 22:02:50,28,06 Rowse,0,0,0,0,0.57916665,0.44629627
2024-04-30 22:04:06,28,55 Sophie Knowles,0,0,0,0,0.25555554,0.80864197
2024-04-30 22:12:45,32,24 Annika Chan,0,0,0,0,0.72083336,0.6080247
