week,match,team,Player,Touches,Throws,Catches,Defensive blocks,Goals,Turnovers,Total completed throw gain (yd),Average completed throw gain (yd),Total caught pass gain (yd),Average caught pass gain (yd),Offense points played,Defense points played,Possessions initiated,Thrower errors,Receiver errors,Assists,Secondary assists
Week 10,PHL @ PORT,PORT,17 Kelsey Devlin,29,29,20,0,0,2,131.90358,5.273080000000001,-39.78878,-1.9910800000000002,8,0,9,2,0,0,0
Week 10,PHL @ PORT,PORT,29 Elana Schwam,11,10,11,1,1,2,77.5099,11.07128,104.70674,9.5178,8,0,0,2,0,0,1
Week 10,PHL @ PORT,PORT,71 Shirlee Wohl,25,25,16,0,0,6,97.1472,4.222840000000001,39.72314000000001,2.4833800000000004,8,0,9,2,4,2,1
Week 10,PHL @ PORT,PORT,23 Colette Pellegrini,8,5,7,1,2,2,13.11706,3.282,69.3596,9.911640000000002,8,0,1,0,2,0,0
Week 10,PHL @ PORT,PORT,45 Sarah Jeung,2,2,2,1,0,0,13.489020000000002,6.739040000000001,19.779519999999998,9.889759999999999,3,5,0,0,0,0,0
Week 10,PHL @ PORT,PORT,51 Tess Johnson,10,10,10,1,0,0,26.08096,2.60372,55.947160000000004,5.590340000000001,4,4,0,0,0,0,0
Week 10,PHL @ PORT,PORT,76 Emma Palacio,5,3,5,0,2,0,25.643360000000005,8.54414,104.55358,20.90634,4,3,0,0,0,0,0
Week 10,PHL @ PORT,PORT,10 Lauren Baecher,5,5,4,0,0,0,40.084160000000004,8.019020000000001,22.525460000000002,5.634100000000001,2,5,1,0,0,1,1
Week 10,PHL @ PORT,PORT,24 Annika Chan,8,8,6,0,0,0,36.52866,4.56198,-21.858120000000003,-3.6430200000000004,3,3,2,0,0,0,1
Week 10,RAL @ ATX,ATX,69 Jaime Estes,14,14,14,0,0,1,65.57436,4.682320000000001,143.90476,10.283600000000002,13,2,0,0,1,1,2
Week 10,RAL @ ATX,ATX,31 Nikki Gilbert,17,15,14,1,2,3,100.62612000000001,7.745520000000001,176.13400000000001,12.581000000000001,11,3,3,2,1,1,2
Week 10,RAL @ ATX,ATX,03 Madi Cannon,25,21,25,2,3,2,136.12642000000002,7.1657,206.66754,8.27064,11,1,0,1,1,2,1
Week 10,RAL @ ATX,ATX,73 Clara Stewart,34,34,22,1,0,2,280.32656000000003,9.34276,76.98478000000001,3.5008000000000004,11,1,12,1,1,1,2
Week 10,RAL @ ATX,ATX,02 Elise Bjork,23,23,16,0,0,4,102.25618,5.677860000000001,53.64976,3.34764,9,1,7,4,0,0,0
Week 10,RAL @ ATX,ATX,95 Megan Mendieta,14,14,9,1,0,3,122.11228000000001,12.209040000000002,5.929480000000001,0.6564,0,11,5,3,0,1,0
Week 10,RAL @ ATX,ATX,07 Shiru Liu,11,11,6,1,0,2,139.82414,13.98132,32.524620000000006,5.42624,2,8,5,1,1,3,0
Week 10,RAL @ ATX,ATX,15 Elise Franke,9,7,9,2,2,0,-16.891360000000002,-2.4177400000000002,119.74924,13.303040000000001,1,9,0,0,0,0,1
Week 10,RAL @ ATX,ATX,27 Jocelyn Jessop,11,9,11,0,2,0,35.42372,3.9384000000000006,124.04866000000001,11.279140000000002,7,3,0,0,0,2,1
Week 10,RAL @ ATX,ATX,88 Maddy Easton,4,3,4,0,1,1,-1.9254400000000003,-0.9627200000000001,47.6437,11.913660000000002,4,5,0,1,0,0,0
Week 10,RAL @ ATX,ATX,09 Summer Wilson,18,18,13,1,0,5,127.66980000000001,9.12396,30.894560000000002,2.37398,5,2,5,4,1,0,2
Week 10,RAL @ ATX,ATX,19 Vanessa Bacorn,5,4,5,1,1,0,-7.559540000000001,-2.5162,96.03132000000001,19.21064,2,6,0,0,0,0,0
Week 10,RAL @ ATX,ATX,77 Kerry Younts,5,4,5,2,1,1,25.643360000000005,8.54414,57.424060000000004,11.487,1,7,0,0,1,0,1
Week 10,RAL @ ATX,ATX,26 Amy Broome,10,10,9,0,0,3,65.13676000000001,9.309940000000001,54.689060000000005,6.0717,4,4,1,3,0,1,0
Week 10,RAL @ ATX,ATX,08 Mandy Radike,13,12,8,1,1,2,78.62578,7.865860000000001,10.447700000000001,1.30186,1,6,5,2,0,0,2
Week 10,RAL @ ATX,ATX,00 Maggie Rowell,2,1,1,1,1,0,3.3367,3.3367,19.123120000000004,19.123120000000004,3,4,1,0,0,0,0
Week 10,RAL @ ATX,ATX,22 Sydney Loughran,8,7,8,1,1,0,29.34108,4.1900200000000005,105.14434000000001,13.138940000000002,2,4,0,0,0,2,1
Week 10,RAL @ ATX,ATX,12 Annie Ortiz,3,3,1,1,0,0,7.778340000000001,2.5927800000000003,-5.108980000000001,-5.108980000000001,1,5,2,0,0,0,0
Week 10,RAL @ ATX,ATX,16 Kinsey Neas,1,1,1,1,0,1,0.37196000000000007,0.37196000000000007,11.7058,11.7058,1,4,0,0,1,0,0
Week 10,RAL @ ATX,ATX,81 Mckenzie Bailey,6,6,6,0,0,1,60.61854,12.12152,6.52024,1.0830600000000001,2,2,0,1,0,1,0
Week 10,RAL @ ATX,ATX,17 Olympia Walker,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Week 10,RAL @ ATX,ATX,10 Gaby Cuina,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Week 10,RAL @ ATX,ATX,25 Jasmine Anand,2,2,1,0,0,0,20.08584,10.04292,0.37196000000000007,0.37196000000000007,0,1,1,0,0,0,0
Week 10,RAL @ ATX,ATX,71 Wren Vogel,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Week 10,RAL @ ATX,ATX,05 Dre Esparza,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Week 10,RAL @ ATX,RAL,13 Tyler Smith,45,44,33,0,1,4,294.23130000000003,7.35168,145.69892000000002,4.41976,12,6,12,3,1,1,2
Week 10,RAL @ ATX,RAL,32 Annie Bocko,18,17,12,0,1,2,60.0606,4.004040000000001,56.548860000000005,4.71514,15,4,6,2,0,1,0
Week 10,RAL @ ATX,RAL,59 Audrey Lyman,25,24,15,1,1,3,137.46110000000002,6.542120000000001,63.58328,4.23378,5,12,10,3,0,0,2
Week 10,RAL @ ATX,RAL,34 Alex Barnett,32,31,22,1,1,1,302.46912000000003,10.086680000000001,22.30666,1.0174200000000002,9,8,10,1,0,4,2
Week 10,RAL @ ATX,RAL,02 Claire Bidigare-Curtis,28,26,28,0,2,6,130.16412000000003,6.84844,281.01578,10.03198,15,3,0,6,0,1,1
Week 10,RAL @ ATX,RAL,27 Mary Rippe,13,12,13,0,1,1,60.235640000000004,5.48094,225.06862,17.31802,13,3,0,1,0,1,3
Week 10,RAL @ ATX,RAL,11 Dawn Culton,15,14,13,0,1,3,125.87564000000002,11.443240000000001,137.88776000000001,10.6118,3,11,2,2,1,2,1
Week 10,RAL @ ATX,RAL,90 Qxhna Titcomb,10,10,9,2,0,1,146.72728,16.300600000000003,68.38594,7.603300000000001,13,0,1,0,1,3,0
Week 10,RAL @ ATX,RAL,25 Meg Manning,16,13,16,0,3,1,0.08752000000000001,0.010940000000000002,221.89602000000002,13.871920000000001,11,1,0,1,0,0,0
Week 10,RAL @ ATX,RAL,24 Hannah Boettcher,9,8,9,0,1,1,51.997820000000004,8.664480000000001,46.079280000000004,5.1199200000000005,2,8,0,1,0,0,1
Week 10,RAL @ ATX,RAL,18 Sarah McKee,2,2,1,0,0,0,-4.55104,-2.27552,51.1445,51.1445,1,8,1,0,0,0,0
Week 10,RAL @ ATX,RAL,45 Caitlin Gross,9,9,9,0,0,3,73.87782,12.31844,42.21746000000001,4.69326,8,0,0,2,1,1,0
Week 10,RAL @ ATX,RAL,09 Jinny Riedel,4,3,4,0,1,1,-1.02836,-0.33914,26.256,6.564,1,7,0,0,1,0,0
Week 10,RAL @ ATX,RAL,44 Chloe Greene,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
Week 10,RAL @ ATX,RAL,19 Sydney Kelley,2,2,1,0,0,2,0,0,14.06884,14.06884,2,2,1,2,0,0,0
Week 10,RAL @ ATX,RAL,16 Tania Proksch,1,1,1,0,0,1,0,0,29.603640000000002,29.603640000000002,0,4,0,0,1,0,0
Week 10,RAL @ ATX,RAL,10 Paige Carver,3,3,3,0,0,1,20.512500000000003,6.8375,23.93672,7.9752600000000005,0,2,0,0,1,0,0
Week 10,RAL @ ATX,RAL,23 Nicole Patterson,1,1,1,0,0,0,14.06884,14.06884,12.35126,12.35126,1,1,0,0,0,0,0
Week 10,RAL @ ATX,RAL,12 Katie Backus Meilstrup,2,1,1,0,1,0,8.664480000000001,8.664480000000001,11.7605,11.7605,2,0,1,0,0,0,0
Week 10,RAL @ ATX,RAL,08 Georgia Tse,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Week 10,RAL @ ATX,RAL,22 Julia Zwierzynski,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Week 10,RAL @ ATX,RAL,06 Jenny Wei,4,4,3,0,0,1,42.64412,14.211060000000002,-17.252380000000002,-5.75444,1,0,1,1,0,0,0
Week 10,RAL @ ATX,RAL,88 Maddie Pletzke,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Week 2,MKE @ NY,MKE,52 Erynn Schroeder,56,56,36,1,0,14,678.0174400000001,16.14744,61.87664000000001,1.71758,18,4,20,13,1,5,2
Week 2,MKE @ NY,MKE,21 Annie Shriver,18,16,16,1,2,4,90.17842000000002,6.935960000000001,187.54442000000003,11.716740000000001,17,3,2,3,1,2,0
Week 2,MKE @ NY,MKE,12 Sydney French,16,14,13,2,2,6,93.5917,10.40394,176.80134000000004,13.59842,4,15,3,4,2,1,1
Week 2,MKE @ NY,MKE,72 Jacqueline Jarik,18,17,15,2,1,2,211.10918,14.06884,169.61376,11.311960000000001,3,15,3,1,1,4,0
Week 2,MKE @ NY,MKE,22 Alex Ballinger,20,20,13,3,0,3,107.37610000000001,6.31238,116.04058,8.927040000000002,5,12,7,2,1,0,4
Week 2,MKE @ NY,MKE,05 Rose Glinka,18,17,13,1,1,2,144.34236,10.305480000000001,78.69142000000001,6.04982,15,1,5,2,0,1,2
Week 2,MKE @ NY,MKE,17 Caitlin Duffner,15,12,14,2,3,1,22.30666,1.8598000000000001,205.11406000000002,14.648660000000001,16,1,1,0,1,0,2
Week 2,MKE @ NY,MKE,13 Erin Newman,2,1,2,0,1,0,11.03846,11.03846,54.90786,27.459400000000002,15,0,0,0,0,0,0
Week 2,MKE @ NY,MKE,10 Chelsea Twohig,8,7,5,1,1,0,125.23018,17.886900000000004,109.96888,21.989400000000003,4,11,3,0,0,1,0
Week 2,MKE @ NY,MKE,32 Mickela Heilicher,16,16,9,1,0,3,123.30474000000001,11.213500000000002,54.3171,6.03888,3,12,7,3,0,0,0
Week 2,MKE @ NY,MKE,99 Dana Demmert,2,1,1,2,1,0,10.15232,10.15232,18.083820000000003,18.083820000000003,3,10,1,0,0,0,0
Week 2,MKE @ NY,MKE,08 ManHua Zhu,17,17,12,0,0,1,117.67064,7.84398,64.61164000000001,5.38248,12,0,5,1,0,2,0
Week 2,MKE @ NY,MKE,97 Eileen Bequette,3,1,3,0,2,0,18.083820000000003,18.083820000000003,129.52960000000002,43.18018,4,9,0,0,0,1,0
Week 2,MKE @ NY,MKE,27 Stef Bugasch,7,6,6,0,1,1,-4.5948,-0.91896,61.72348000000001,10.283600000000002,11,0,1,1,0,0,1
Week 2,MKE @ NY,MKE,07 Sydney Stelzer,2,1,2,0,1,1,14.156360000000001,14.156360000000001,53.79198000000001,26.90146,2,9,0,0,1,0,0
Week 2,MKE @ NY,MKE,00 Donna Johnston,9,9,9,0,0,3,2.37398,0.29538000000000003,24.822860000000002,2.75688,1,9,0,1,2,0,1
Week 2,MKE @ NY,MKE,19 Emily Cohen,6,6,6,0,0,1,2.0020200000000004,0.40478000000000003,118.26140000000001,19.71388,7,1,0,1,0,0,1
Week 2,MKE @ NY,MKE,88 Claire Kelley,3,2,3,0,1,1,-9.4084,-9.4084,71.20846,23.739800000000002,6,0,0,1,0,0,0
Week 2,MKE @ NY,NY,33 Valeria Cardenas,66,63,52,3,3,8,420.40232,7.373560000000001,236.08520000000004,4.540100000000001,16,11,14,6,2,3,4
Week 2,MKE @ NY,NY,00 Genny De Jesus,19,15,19,1,4,2,-11.13692,-0.79862,247.83476000000002,13.04048,16,6,0,1,1,0,2
Week 2,MKE @ NY,NY,20 Yina Cartagena,69,68,55,1,1,5,680.58834,10.97282,129.62806,2.3521,16,5,14,4,1,8,3
Week 2,MKE @ NY,NY,96 Nina Finley,24,24,15,1,1,4,186.71298,8.89422,17.613400000000002,1.1705800000000002,3,18,9,3,1,2,1
Week 2,MKE @ NY,NY,24 Jolie Krebs,28,27,22,2,1,2,248.25048,9.933520000000001,21.47522,0.9736600000000001,3,15,6,2,0,3,1
Week 2,MKE @ NY,NY,23 Linnea Soo,12,11,11,1,1,2,6.739040000000001,0.7439200000000001,136.01702,12.362200000000001,14,3,1,1,1,0,0
Week 2,MKE @ NY,NY,02 Jolene Zheng,7,6,7,1,1,2,-19.604480000000002,-4.901120000000001,108.19660000000002,15.458220000000003,14,2,0,1,1,0,1
Week 2,MKE @ NY,NY,09 Cassandra Brown,21,20,14,1,1,4,145.49106000000003,9.091140000000001,120.21966,8.5879,14,1,7,4,0,1,0
Week 2,MKE @ NY,NY,97 Hannah Glick,7,7,7,0,0,0,-25.993440000000003,-3.7086600000000005,80.05892000000001,11.4323,12,3,0,0,0,1,1
Week 2,MKE @ NY,NY,11 Emma Berrigan,3,2,2,1,1,0,-24.0133,-12.001180000000002,33.4217,16.71632,4,11,1,0,0,0,0
Week 2,MKE @ NY,NY,88 Nikki Hair,4,3,4,0,1,1,10.021040000000001,3.3367,72.63066,18.160400000000003,2,11,0,0,1,0,1
Week 2,MKE @ NY,NY,62 Casey Banta-Ryan,4,3,4,0,1,0,8.11748,2.7021800000000002,61.23118,15.305060000000001,3,9,0,0,0,0,1
Week 2,MKE @ NY,NY,31 Eli Presberg,12,11,12,2,1,2,-13.215520000000001,-1.4659600000000002,97.75984000000001,8.150300000000001,1,10,0,2,0,0,1
Week 2,MKE @ NY,NY,18 Kylie Sterling,8,8,8,1,0,4,19.95456,6.6515200000000005,85.40858,10.67744,1,10,0,4,0,1,0
Week 2,MKE @ NY,NY,05 Emily Wang,4,4,4,0,0,0,24.177400000000002,6.04982,-25.216700000000003,-6.30144,0,10,0,0,0,0,0
Week 2,MKE @ NY,NY,26 Mariabelen Restrepo,10,9,7,1,1,1,3.19448,0.45948,102.9454,14.70336,0,10,3,1,0,0,0
Week 2,MKE @ NY,NY,65 Anna Lieberman,3,3,3,0,0,1,25.56678,12.77792,29.964660000000002,9.988220000000002,0,10,0,1,0,1,0
Week 2,MKE @ NY,NY,44 Kayla Seeger,5,3,5,0,2,1,22.448880000000003,7.48296,100.61518000000001,20.118660000000002,0,9,0,0,1,0,0
Week 2,MKE @ PHL,MKE,72 Jacqueline Jarik,9,8,9,1,1,4,22.602040000000002,5.645040000000001,76.17522,8.46756,10,4,0,3,1,0,0
Week 2,MKE @ PHL,MKE,99 Dana Demmert,10,10,10,0,0,3,28.969120000000004,3.6211400000000005,113.66660000000002,11.366660000000001,8,4,0,1,2,1,0
Week 2,MKE @ PHL,MKE,21 Annie Shriver,11,11,8,2,0,3,43.869400000000006,6.268620000000001,36.7584,4.5948,10,1,3,3,0,0,0
Week 2,MKE @ PHL,MKE,52 Erynn Schroeder,37,37,17,2,0,12,170.57648,7.111000000000001,12.15434,0.7111000000000001,10,1,20,11,1,0,0
Week 2,MKE @ PHL,MKE,22 Alex Ballinger,18,18,12,3,0,1,66.0229,4.12438,39.86536,3.3257600000000003,7,4,6,1,0,0,1
Week 2,MKE @ PHL,MKE,12 Sydney French,14,13,11,0,1,5,61.209300000000006,12.24186,92.77120000000001,8.434740000000001,7,4,3,5,0,0,0
Week 2,MKE @ PHL,MKE,10 Chelsea Twohig,15,14,9,0,1,2,204.58894,15.742660000000003,41.64858,4.627620000000001,6,4,6,1,1,3,0
Week 2,MKE @ PHL,MKE,17 Caitlin Duffner,6,6,6,1,0,2,20.22806,3.3695200000000005,36.900619999999996,6.148280000000001,8,1,0,0,2,0,0
Week 2,MKE @ PHL,MKE,97 Eileen Bequette,5,4,4,1,1,3,-11.935540000000001,-5.962300000000001,138.78484,34.70168,4,4,1,2,1,0,1
Week 2,MKE @ PHL,MKE,05 Rose Glinka,9,9,8,0,0,3,38.530680000000004,4.813600000000001,33.6405,4.20096,7,0,1,1,2,0,0
Week 2,MKE @ PHL,MKE,08 ManHua Zhu,14,14,9,0,0,5,33.19196,4.73702,41.867380000000004,4.649500000000001,5,1,5,5,0,0,0
Week 2,MKE @ PHL,MKE,32 Mickela Heilicher,14,14,5,0,0,3,130.63454000000002,11.880840000000001,23.34596,4.67138,4,2,9,2,1,0,2
Week 2,MKE @ PHL,MKE,13 Erin Newman,2,2,2,0,0,0,-13.41244,-13.41244,20.30464,10.15232,6,0,0,0,0,0,0
Week 2,MKE @ PHL,MKE,07 Sydney Stelzer,1,1,1,0,0,3,-10.666500000000001,-10.666500000000001,5.48094,5.48094,5,1,0,0,3,0,0
Week 2,MKE @ PHL,MKE,00 Donna Johnston,3,3,3,0,0,2,10.371120000000001,5.185560000000001,5.634100000000001,1.88168,2,3,0,1,1,0,0
Week 2,MKE @ PHL,MKE,88 Claire Kelley,4,4,4,0,0,1,2.9647400000000004,0.9846000000000001,49.05496000000001,12.263740000000002,4,0,0,1,0,0,0
Week 2,MKE @ PHL,MKE,27 Stef Bugasch,4,4,3,1,0,0,-3.1835400000000003,-1.06118,26.529500000000002,8.83952,2,1,1,0,0,0,0
Week 2,MKE @ PHL,PHL,11 Sara Liang,24,24,9,4,0,3,146.82574000000002,7.34074,22.78802,2.52714,1,13,15,2,1,2,0
Week 2,MKE @ PHL,PHL,08 Emma Soiles,13,8,13,1,4,3,10.541105720000001,7.48296,140.32738000000003,10.79778,1,12,0,2,1,0,1
Week 2,MKE @ PHL,PHL,04 Raha Mozaffari,33,33,14,3,0,5,185.34548,8.06278,-37.3601,-2.66936,1,11,19,5,0,3,3
Week 2,MKE @ PHL,PHL,18 Sumi Onoe,8,6,8,0,2,3,5.470000000000001,0.90802,97.62856000000001,12.209040000000002,1,10,0,0,3,0,0
Week 2,MKE @ PHL,PHL,15 Layne Dodge,5,4,5,1,1,0,30.99302,7.745520000000001,38.377520000000004,7.67988,1,9,0,0,0,0,1
Week 2,MKE @ PHL,PHL,21 Linda Morse,11,10,11,0,1,4,98.25214000000001,12.285620000000002,174.3289,15.852060000000002,1,9,0,1,3,4,0
Week 2,MKE @ PHL,PHL,00 Emilie Mohler,6,5,5,1,1,1,38.65102,9.660020000000001,16.48658,3.29294,0,10,1,1,0,0,1
Week 2,MKE @ PHL,PHL,22 Liz Hart,7,7,7,0,0,2,32.152660000000004,5.360600000000001,66.71212,9.52874,5,3,0,1,1,0,0
Week 2,MKE @ PHL,PHL,05 Lindsay McKenna,4,3,2,3,0,1,40.70774,13.565600000000002,42.759405720000004,25.69806,0,8,1,0,1,1,1
Week 2,MKE @ PHL,PHL,24 Casey Gorman,3,2,2,3,1,1,17.37272,8.68636,23.739800000000002,11.869900000000001,0,7,1,0,1,0,0
Week 2,MKE @ PHL,PHL,36 Adilina Malave,4,4,4,0,0,4,-6.017,-6.017,4.31036,1.07212,1,5,0,3,1,0,0
Week 2,MKE @ PHL,PHL,20 Danielle Walsh,40,40,33,1,0,6,94.62006,2.6256,53.63882,1.63006,5,1,7,4,2,1,0
Week 2,MKE @ PHL,PHL,23 Natalie Bova,28,28,26,1,0,1,80.32148000000001,3.2163600000000003,33.520160000000004,1.29092,5,1,2,1,0,1,1
Week 2,MKE @ PHL,PHL,10 Andrea DeSabato,33,33,28,0,0,1,57.883540000000004,1.8051000000000001,46.451240000000006,1.6628800000000001,5,1,5,1,0,1,1
Week 2,MKE @ PHL,PHL,13 Kat Harper,6,4,5,2,2,0,28.19238,7.045360000000001,61.92040000000001,12.38408,0,6,1,0,0,1,1
Week 2,MKE @ PHL,PHL,33 Jana Graham,1,1,1,0,0,2,0,0,13.270220000000002,13.270220000000002,0,6,0,1,1,0,0
Week 2,MKE @ PHL,PHL,01 Emily Shields,10,9,9,2,1,1,95.64842000000002,13.664060000000001,97.01592000000001,10.7759,4,1,1,0,1,1,0
Week 2,MKE @ PHL,PHL,16 Grace Maroon,8,6,8,0,2,0,19.155940000000005,3.19448,72.11648000000001,9.014560000000001,4,1,0,0,0,0,2
Week 2,MKE @ PHL,PHL,17 Allie Milligan,2,2,0,0,0,2,0,0,0,0,0,4,2,2,0,0,0
Week 2,MKE @ PHL,PHL,09 Sarah Hirannet,5,4,5,0,1,0,25.315160000000002,6.323320000000001,44.4711,8.89422,3,1,0,0,0,0,1
Week 2,MKE @ PHL,PHL,66 Jess Brand,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0
Week 2,MKE @ PHL,PHL,03 Rachel Alfano,7,7,7,0,0,0,22.30666,3.1835400000000003,1.30186,0.18598000000000003,4,0,0,0,0,1,0
Week 2,MKE @ PHL,PHL,25 Sabrina Bonaci,1,1,1,0,0,1,0,0,9.922580000000002,9.922580000000002,0,3,0,0,1,0,0
Week 2,NASH @ DC,DC,37 Claire Trop,16,14,14,2,2,2,59.79804,4.5948,150.34842000000003,10.74308,3,8,2,0,2,1,3
Week 2,NASH @ DC,DC,36 Carolyn Normile,15,15,11,1,0,1,16.45376,1.26904,53.86856000000001,4.901120000000001,2,9,4,1,0,0,1
Week 2,NASH @ DC,DC,26 Jessica Sourbeer,16,16,12,2,0,1,149.68108,9.97728,-12.9639,-1.0830600000000001,2,9,4,1,0,2,3
Week 2,NASH @ DC,DC,09 Annalise Peters,15,15,11,1,0,2,216.59012,16.661620000000003,58.09140000000001,5.284020000000001,2,9,4,2,0,3,2
Week 2,NASH @ DC,DC,07 Kami Groom,12,10,12,1,2,1,43.12548,4.791720000000001,177.76406000000003,14.81276,1,8,0,1,0,0,1
Week 2,NASH @ DC,DC,13 Sami Smalling,17,17,14,1,0,0,142.57008,8.905160000000002,40.37954,2.8881600000000005,2,7,3,0,0,1,3
Week 2,NASH @ DC,DC,01 Ashleigh Jentilet,10,7,9,1,3,3,-1.8488600000000002,-0.45948,109.52034,12.16528,1,9,1,3,0,0,0
Week 2,NASH @ DC,DC,05 Marie Perivier,7,5,7,1,2,2,46.757560000000005,9.353700000000002,81.0654,11.585460000000001,2,8,0,0,2,2,0
Week 2,NASH @ DC,DC,16 Margaret Walker,17,17,10,0,0,3,175.46666,11.69486,24.0133,2.3958600000000003,2,8,7,2,1,3,1
Week 2,NASH @ DC,DC,24 Jamie Eriksson,7,7,5,2,0,0,59.9512,8.56602,71.20846,14.24388,1,9,2,0,0,2,0
Week 2,NASH @ DC,DC,66 Jackie Wang,22,21,13,2,1,1,175.91520000000003,8.79576,28.006400000000003,2.15518,1,7,9,1,0,2,1
Week 2,NASH @ DC,DC,22 Erin McCann,2,2,2,0,0,0,5.634100000000001,5.634100000000001,22.30666,11.14786,2,7,0,0,0,0,1
Week 2,NASH @ DC,DC,23 Lisa Dang,22,22,15,1,0,0,127.2322,7.067240000000001,-0.5907600000000001,-0.04376000000000001,2,7,7,0,0,0,1
Week 2,NASH @ DC,DC,00 Emma Jones,3,3,3,0,0,0,33.935880000000004,11.311960000000001,32.382400000000004,10.79778,1,7,0,0,0,1,0
Week 2,NASH @ DC,DC,04 Ellen Mueller,4,4,4,0,0,0,29.198860000000003,7.2969800000000005,61.80006000000001,15.447280000000001,2,6,0,0,0,1,0
Week 2,NASH @ DC,DC,06 Laureen Johnson,5,2,5,1,3,0,-1.55348,-0.77674,89.51107999999999,17.897840000000002,2,7,0,0,0,0,0
Week 2,NASH @ DC,DC,42 Lisi Lohre,8,7,8,0,1,3,71.20846,14.24388,95.36398000000001,11.924600000000002,2,5,0,2,1,1,1
Week 2,NASH @ DC,DC,08 Kathryn Ritzman,8,7,8,0,1,1,78.69142000000001,11.24632,94.84980000000002,11.858960000000002,2,5,0,0,1,1,2
Week 2,NASH @ DC,DC,19 Allie Wallace,7,5,6,0,2,0,29.713040000000003,5.9404200000000005,82.91426000000001,13.817220000000002,1,6,1,0,0,1,0
Week 2,NASH @ DC,DC,21 Jess Oh,8,6,7,0,2,2,31.79164,6.35614,97.28942000000002,13.8938,0,7,1,1,1,1,2
Week 2,NASH @ DC,DC,12 Clare Frantz,3,3,3,0,0,0,-11.11504,-3.7086600000000005,43.42086,14.473620000000002,2,5,0,0,0,0,0
Week 2,NASH @ DC,DC,15 Florence Brooks,6,3,6,1,3,0,27.27342,9.091140000000001,68.83448000000001,11.47606,2,3,0,0,0,1,0
Week 2,NASH @ DC,DC,07 Kami Groom,4,3,4,0,1,0,-2.5162,-0.8423800000000001,34.52664,8.63166,2,0,0,0,0,0,0
Week 2,NASH @ DC,NASH,10 Tori Taylor,21,20,20,3,1,4,90.92234,5.34966,124.40968000000001,6.2248600000000005,13,3,1,3,1,2,0
Week 2,NASH @ DC,NASH,27 Katharine Gilbert,49,49,36,0,0,5,175.32444,4.38694,86.91830000000002,2.4177400000000002,13,3,13,5,0,1,1
Week 2,NASH @ DC,NASH,08 Grace Robinson,30,29,27,0,1,6,105.74604000000001,4.23378,18.3792,0.67828,13,3,3,4,2,0,1
Week 2,NASH @ DC,NASH,72 Grace Castro,13,13,13,0,0,2,-3.8508800000000005,-0.35008000000000006,52.905840000000005,4.069680000000001,13,3,0,2,0,0,0
Week 2,NASH @ DC,NASH,22 Rebecca Henley,12,11,11,1,1,0,34.384420000000006,3.1288400000000003,126.86024,11.53076,13,3,1,0,0,0,0
Week 2,NASH @ DC,NASH,45 Sylvia Brown,35,34,29,0,1,5,117.00330000000001,4.17908,36.52866,1.2581,10,3,6,5,0,0,1
Week 2,NASH @ DC,NASH,24 Mia Letterie,30,30,18,1,0,3,168.06028,6.465540000000001,-27.71102,-1.54254,10,3,12,3,0,0,0
Week 2,NASH @ DC,NASH,82 Mary Turner,10,10,8,2,0,2,10.896240000000002,1.35656,54.535900000000005,6.815620000000001,11,2,2,2,0,0,1
Week 2,NASH @ DC,NASH,17 Rachel Barr,6,6,6,0,0,1,-32.754360000000005,-6.55306,67.51074000000001,11.24632,9,3,0,1,0,0,0
Week 2,NASH @ DC,NASH,71 Mattea Swegles,5,5,5,0,0,1,-1.55348,-0.30632000000000004,40.98124000000001,8.19406,9,2,0,0,1,0,0
Week 2,NASH @ DC,NASH,20 Noel Holmes,11,11,9,0,0,2,84.40210000000002,9.375580000000001,-5.33872,-0.5907600000000001,9,2,2,2,0,0,1
Week 2,NASH @ DC,NASH,21 Elena Rubino,5,5,5,1,0,1,38.902640000000005,9.725660000000001,83.36280000000001,16.67256,8,3,0,1,0,2,0
Week 2,NASH @ DC,NASH,77 Melissa Gronske,5,5,5,1,0,1,26.08096,6.52024,36.7584,7.35168,7,3,0,1,0,0,0
Week 2,NASH @ DC,NASH,04 Ashley West,6,6,4,0,0,2,-2.5927800000000003,-0.51418,21.715900000000005,5.42624,6,2,2,1,1,0,0
Week 2,NASH @ DC,NASH,16 Emily Branson,11,11,8,0,0,4,40.313900000000004,5.043340000000001,29.713040000000003,3.7196000000000002,7,2,3,3,1,0,0
Week 2,NASH @ DC,NASH,07 Mary Cowart,5,4,5,0,1,0,9.4084,2.3521,51.724320000000006,10.349240000000002,5,2,0,0,0,0,0
Week 2,NASH @ DC,NASH,23 Breanna Snipes,3,3,3,1,0,1,-24.822860000000002,-12.4169,36.60524,12.198100000000002,5,0,0,1,0,0,0
