Created,Point,Player,In own endzone?,In opponent's endzone?,Stall out?,Callahan?,Location X (0 -> 1 = left sideline -> right sideline),Location Y (0 -> 1 = back of opponent endzone -> back of own endzone)
2024-04-29 19:11:42,2,24 Mia Letterie,0,0,0,0,0.7611111,0.7006173
2024-04-29 19:14:02,2,10 Tori Taylor,0,0,0,0,0.6732026,0.56885535
2024-04-29 19:16:51,3,45 Sylvia Brown,0,0,0,0,0.79346406,0.33294597
2024-04-29 19:57:44,13,20 Noel Holmes,0,0,0,0,0.08027213,0.7459165
2024-04-29 22:46:52,23,25 Nadine Rowen,0,0,0,0,0.44166666,0.47839507
2024-04-29 23:19:10,30,45 Sylvia Brown,1,0,0,0,0.46388894,0.87222224
2024-04-30 00:12:56,37,10 Tori Taylor,0,0,0,0,0.3847222,0.5833333
