Created,Point,Possession,Player,Location X (0 -> 1 = left sideline -> right sideline),Location Y (0 -> 1 = back of opponent endzone -> back of own endzone)
2024-04-27 20:15:10,12,1,08 Emma Soiles,0.57004833,0.575411
